Time (s),Volume (m^3),NH2_X(8),NH_X(9),H2O_X(10),N2O_X(11),H_X(12),NO2(13),NO2_X(14),NHO_X(15),He,NOX,OX,NX,OHX,NH3X,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),N2X(48)
3.006509179507239e-08,0.041168933244172715,2.3601695645723207e-06,3.012209414943062e-11,3.1915261127361255e-06,8.194789920007647e-47,2.5037198779097425e-06,6.826592247797309e-48,9.430695583590998e-33,7.706664213362715e-25,0.938,1.6450080259122342e-20,0.00010149612803470907,5.3010595653668574e-14,1.0352967314066727e-11,6.852420020832286e-05,0.0,0.0,0.025666105899075625,0.009949287805871907,0.04999673672375585,1.9560304581852482e-33,1.9758406180703493e-35,0.001929115600051999,9.9214437659855e-41,1.9281500639586168e-36
3.0111781405427064e-08,0.041168933244172715,2.3602230401066165e-06,3.019274027841247e-11,3.191504777100231e-06,8.323300449916141e-47,2.5039921586683423e-06,6.906701883355606e-48,9.527350558304434e-33,7.736694989632079e-25,0.938,1.6583513439321393e-20,0.00010165248284939097,5.331676383572657e-14,1.0359887641220089e-11,6.853905187098063e-05,0.0,0.0,0.02566593438809976,0.009949209683128587,0.04999673663575652,1.9823588036112796e-33,1.9951005436554632e-35,0.0019291006948428551,1.0077099122284266e-40,1.9572465254100473e-36
3.0180294127336896e-08,0.041168933244172715,2.360298816958366e-06,3.029641059649303e-11,3.1914734870865425e-06,8.515119625478314e-47,2.5043889925598972e-06,7.025740571015642e-48,9.670709116257348e-33,7.779324467689543e-25,0.938,1.678087000943775e-20,0.00010188191319276318,5.376818138333403e-14,1.0370049021583452e-11,6.856071156753781e-05,0.0,0.0,0.02566568285662482,0.009949095048166448,0.049996736506617276,2.0215456121856637e-33,2.0236456214828873e-35,0.0019290789592653244,1.030943903112729e-40,2.0006397356275628e-36
3.024880684924673e-08,0.041168933244172715,2.3603714250364486e-06,3.0400084941745376e-11,3.191442218437659e-06,8.710863068807379e-47,2.5047826344155514e-06,7.146565618426812e-48,9.815921000089552e-33,7.82857363220483e-25,0.938,1.698008829960383e-20,0.0001021113363906659,5.4222154993183824e-14,1.0380217961515261e-11,6.858221317979889e-05,0.0,0.0,0.025665431496719064,0.00994898041677122,0.04999673637746831,2.061397758395458e-33,2.0525300336040278e-35,0.001929057384940857,1.0546529164412433e-40,2.0448740527795687e-36
3.031731957115656e-08,0.041168933244172715,2.3604409031524665e-06,3.050376302986337e-11,3.1914109710037178e-06,8.910594128674645e-47,2.505173123054448e-06,7.269200098752934e-48,9.962982942821618e-33,7.8765702850073875e-25,0.938,1.718118114118947e-20,0.00010234075244638921,5.4678691528126286e-14,1.039039435679574e-11,6.860355783049484e-05,0.0,0.0,0.025665180307179014,0.009948865788941266,0.049996736248309755,2.1019246512494077e-33,2.081756977720328e-35,0.0019290359707079103,1.0788452721194785e-40,2.089963394439854e-36
3.038583229306639e-08,0.041168933244172715,2.3605072896605105e-06,3.060744457991165e-11,3.1913797446359526e-06,9.114371657101924e-47,2.505560496838165e-06,7.393667280200782e-48,1.0111924633915797e-32,7.906156529220162e-25,0.938,1.738416141920626e-20,0.00010257016136319901,5.5137797846292016e-14,1.0400578104506241e-11,6.862474663438096e-05,0.0,0.0,0.025664929286810075,0.009948751164674946,0.049996736119141766,2.1431358055272757e-33,2.111329673528878e-35,0.0019290147154133754,1.1035296127943195e-40,2.1359218680057933e-36
3.045434501497622e-08,0.041168933244172715,2.3605706224607934e-06,3.071112931431675e-11,3.1913485391867033e-06,9.322288461062e-47,2.5059447936743295e-06,7.519990250942752e-48,1.0262738024246602e-32,7.949839070373108e-25,0.938,1.758904207588121e-20,0.00010279956314434133,5.5599480801104023e-14,1.0410769102990252e-11,6.864578069828411e-05,0.0,0.0,0.0256646784344265,0.009948636543970647,0.049996735989964486,2.1850408427461512e-33,2.141251362848984e-35,0.0019289936179125256,1.1287144768508918e-40,2.1827637730272196e-36
3.052285773688605e-08,0.041168933244172715,2.36063093900729e-06,3.0814816958788385e-11,3.191317354509414e-06,9.53443271440433e-47,2.5063260510242952e-06,7.64819275485487e-48,1.0415471738335498e-32,8.025802937160702e-25,0.938,1.779583610486521e-20,0.00010302895779303786,5.6063747241292675e-14,1.042096725184747e-11,6.866666112117446e-05,0.0,0.0,0.025664427748851346,0.00994852192682676,0.04999673586077804,2.2276494918884663e-33,2.171525309688152e-35,0.0019289726770689367,1.1544088774171611e-40,2.2305036027404924e-36
3.0591370458795884e-08,0.041168933244172715,2.360688276310443e-06,3.091850724232787e-11,3.1912861904585963e-06,9.750820048881746e-47,2.5067043059058157e-06,7.778297737706337e-48,1.0570122141241671e-32,8.052301362103855e-25,0.938,1.8004556556728733e-20,0.00010325834531249207,5.6530604010907736e-14,1.043117245197414e-11,6.868738899420715e-05,0.0,0.0,0.02566417722891636,0.00994840731324168,0.049996735731582594,2.270971590427417e-33,2.2021548002887428e-35,0.001928951891754444,1.1806216430169415e-40,2.2791560465958924e-36
3.0659883180705715e-08,0.041168933244172715,2.3607426709446705e-06,3.1022199897143855e-11,3.1912550468898293e-06,9.971534066464809e-47,2.507079594900579e-06,7.910330128062194e-48,1.072674409098973e-32,8.042473900802686e-25,0.938,1.8215216533206837e-20,0.00010348772570588343,5.700005794933223e-14,1.0441384605478047e-11,6.870796540079317e-05,0.0,0.0,0.025663926873461945,0.009948292703213821,0.04999673560237826,2.3150170850629568e-33,2.2331431434061495e-35,0.0019289312608490616,1.2073620925545193e-40,2.3287359918149186e-36
3.0728395902615546e-08,0.041168933244172715,2.3607941590501986e-06,3.112589465867002e-11,3.1912239236597854e-06,1.019676740809672e-46,2.5074519541560105e-06,8.044312907823319e-48,1.0885320940932799e-32,8.163201830462019e-25,0.938,1.8427829194616585e-20,0.00010371709897637446,5.7472115891295e-14,1.0451603615617412e-11,6.872839141663517e-05,0.0,0.0,0.0256636766813371,0.00994817809674161,0.049996735473165216,2.35979603280476e-33,2.2644936701190825e-35,0.0019289107832409474,1.2346392458740342e-40,2.3792585261132695e-36
3.079690862452538e-08,0.041168933244172715,2.3608427763412294e-06,3.122959126546684e-11,3.191192820626205e-06,1.04265077776719e-46,2.5078214193934775e-06,8.180272412938901e-48,1.1045911197126723e-32,8.277536926994822e-25,0.938,1.8642407752245644e-20,0.00010394646512710289,5.794678466688405e-14,1.0461829386932758e-11,6.874866810980248e-05,0.0,0.0,0.02566342665139931,0.009948063493823472,0.049996735343943575,2.4053186016688803e-33,2.2962097343490227e-35,0.0019288904578263174,1.2624627160255961e-40,2.4307389391238624e-36
3.086542134643521e-08,0.041168933244172715,2.360888558107214e-06,3.133328945925246e-11,3.191161737647848e-06,1.0660636112255963e-46,2.5081880259095106e-06,8.318231083673054e-48,1.1208488905940536e-32,8.115108597069413e-25,0.938,1.885896547696942e-20,0.00010417582416118995,5.842407110156005e-14,1.0472061825261488e-11,6.876879654076323e-05,0.0,0.0,0.025663176782514553,0.009947948894457851,0.04999673521471347,2.4515950718018098e-33,2.3282947123301718e-35,0.0019288702835094154,1.2908417362934151e-40,2.4831927252627892e-36
3.093393406834504e-08,0.041168933244172715,2.360931539221772e-06,3.143698898478993e-11,3.1911306745845187e-06,1.089955877493588e-46,2.508551808584794e-06,8.458216814124531e-48,1.1373125274053145e-32,8.146748641620402e-25,0.938,1.9077515689441557e-20,0.00010440517608173153,5.890398201616867e-14,1.0482300837394041e-11,6.878877776246384e-05,0.0,0.0,0.025662927073557162,0.009947834298643201,0.04999673508547506,2.4986358361299763e-33,2.3607520035331976e-35,0.0019288502592024208,1.3197862738091422e-40,2.5366355849896803e-36
3.100244679025487e-08,0.041168933244172715,2.3609717541429726e-06,3.15406895899363e-11,3.1910996312971102e-06,1.1143563725868865e-46,2.508912801884365e-06,8.600251126355174e-48,1.1539786463795528e-32,8.648979403223852e-25,0.938,1.929807177098257e-20,0.00010463452089180913,5.93865242269554e-14,1.0492546331230405e-11,6.880861282035488e-05,0.0,0.0,0.025662677523409835,0.009947719706377985,0.04999673495622845,2.546451401552346e-33,2.393585029675659e-35,0.001928830383825425,1.3493058036798878e-40,2.5910834279096666e-36
3.10709595121647e-08,0.041168933244172715,2.361009236922991e-06,3.1644391025515506e-11,3.1910686076475147e-06,1.1391901401818964e-46,2.5092710398673595e-06,8.744364092851354e-48,1.170855632288546e-32,8.427848366448253e-25,0.938,1.952064715158719e-20,0.00010486385859447734,5.987170454557576e-14,1.0502798216279603e-11,6.882830275247513e-05,0.0,0.0,0.025662428130963488,0.009947605117660675,0.04999673482697381,2.595052389541556e-33,2.4267972362164403e-35,0.0019288106563063383,1.3794106514430312e-40,2.646552373864543e-36
3.1139472234074534e-08,0.041168933244172715,2.3610440212088015e-06,3.17480930453568e-11,3.191037603498601e-06,1.1645191120413227e-46,2.509626556187636e-06,8.890582104393812e-48,1.1879458488186568e-32,8.296788589724624e-25,0.938,1.9745255319687557e-20,0.00010509318919277411,6.035952977911072e-14,1.0513056402878748e-11,6.884784858947964e-05,0.0,0.0,0.025662178895117287,0.009947490532489752,0.04999673469771124,2.6444495373155254e-33,2.4603920912972446e-35,0.001928791075580858,1.4101109210783017e-40,2.703058755966146e-36
3.1207984955984365e-08,0.041168933244172715,2.361076140247472e-06,3.185179540624466e-11,3.191006618714296e-06,1.190432984265612e-46,2.509979384099087e-06,9.038929744404593e-48,1.2052492243456303e-32,9.394986160342714e-25,0.938,1.9971909820485972e-20,0.00010532251268971976,6.085000673007957e-14,1.0523320802145815e-11,6.886725135469662e-05,0.0,0.0,0.025661929814778495,0.009947375950863709,0.049996734568440886,2.6946536987194714e-33,2.4943730860084617e-35,0.0019287716405924095,1.4414167379658978e-40,2.7606191226443236e-36
3.12764976778942e-08,0.041168933244172715,2.3611056268908318e-06,3.195549786788865e-11,3.1909756531595807e-06,1.2167531155447721e-46,2.5103295564603044e-06,9.189429596575321e-48,1.2227629153223927e-32,8.965370532215716e-25,0.938,2.0200624255890516e-20,0.00010555182908831502,6.134314219645301e-14,1.0533591326972462e-11,6.888651206417992e-05,0.0,0.0,0.025661680888862504,0.009947261372781051,0.049996734439162895,2.7456758451479308e-33,2.5287437344588264e-35,0.0019287523502920876,1.4733381747174055e-40,2.8192502398312296e-36
3.134501039980403e-08,0.041168933244172715,2.361132513601504e-06,3.2059200192857173e-11,3.1909447067003527e-06,1.243565634206315e-46,2.510677105740637e-06,9.342107467473552e-48,1.2404886113729855e-32,8.256627492826766e-25,0.938,2.043141228080979e-20,0.00010578113839153849,6.183894297166489e-14,1.054386789128472e-11,6.890563172677069e-05,0.0,0.0,0.025661432116292685,0.009947146798240292,0.049996734309877375,2.7975270663817417e-33,2.563507574370333e-35,0.0019287332036385877,1.5058857265302415e-40,2.8789690928550726e-36
3.1406671849522876e-08,0.041168933244172715,2.361154515218872e-06,3.215253197451075e-11,3.1909168711036503e-06,1.2682401554412536e-46,2.5109876838845185e-06,9.481404127959148e-48,1.2566281702098511e-32,8.981074604305715e-25,0.938,2.064090575084788e-20,0.00010598751070034178,6.228744811953959e-14,1.0553121892006829e-11,6.892271965604427e-05,0.0,0.0,0.025661208351207408,0.009947043684180704,0.04999673419351409,2.844911286297729e-33,2.595134152070455e-35,0.0019287160936139166,1.535722896349068e-40,2.9336602916631528e-36
3.146833329924172e-08,0.041168933244172715,2.3611744599988074e-06,3.224586328631645e-11,3.1908890507701563e-06,1.2932829984225203e-46,2.5112961864511813e-06,9.622509783138058e-48,1.272947610978319e-32,8.717948321485815e-25,0.938,2.085209996371784e-20,0.00010619387726643398,6.273812261263924e-14,1.056238065393846e-11,6.893969487407753e-05,0.0,0.0,0.025660984708693227,0.009946940572987787,0.04999673407714491,2.8929843894076552e-33,2.627084711897293e-35,0.0019286990983573213,1.5660840902957925e-40,2.989259190366599e-36
3.152999474896057e-08,0.041168933244172715,2.3611923708132427e-06,3.233919396103807e-11,3.1908612456041815e-06,1.3187448473489094e-46,2.511602636317348e-06,9.765443519428291e-48,1.2894472831786953e-32,8.221744564347865e-25,0.938,2.106500498986851e-20,0.00010640023809194754,6.319097139400357e-14,1.0571644116678106e-11,6.895655810151873e-05,0.0,0.0,0.02566076118798171,0.009946837464660473,0.049996733960769923,2.9417547100242104e-33,2.659361881694176e-35,0.001928682217125282,1.5969772390564724e-40,3.04577863656317e-36
3.159165619867942e-08,0.041168933244172715,2.3612082702892843e-06,3.243252383323907e-11,3.1908334555106405e-06,1.3448353974899631e-46,2.5119070561148892e-06,9.910225469066026e-48,1.3061289934375775e-32,1.046953437047591e-24,0.938,2.1279630935709018e-20,0.00010660659317900265,6.364599940372807e-14,1.0580912219997502e-11,6.897331005440779e-05,0.0,0.0,0.025660537788309533,0.009946734359197702,0.049996733844389234,2.9912306625164533e-33,2.691968304936557e-35,0.0019286654491791318,1.6284104960761956e-40,3.1032316275297715e-36
3.1653317648398266e-08,0.041168933244172715,2.3612221808115223e-06,3.2525852739274965e-11,3.1908056803951242e-06,1.371152298175452e-46,2.5122094682331254e-06,1.0056875737345602e-47,1.3229939443247377e-32,9.231846634895045e-25,0.938,2.149598794428062e-20,0.00010681294252970543,6.410321157897158e-14,1.0590184904368453e-11,6.898995144420445e-05,0.0,0.0,0.02566031450891845,0.009946631256598426,0.04999673372800293,3.0414207418884533e-33,2.7249066406820286e-35,0.0019286487937850267,1.6603920228077265e-40,3.161631311629647e-36
3.1714979098117113e-08,0.041168933244172715,2.361234124524521e-06,3.261918051727603e-11,3.1907779201638606e-06,1.3975535888513013e-46,2.5125098948213143e-06,1.0205414516104856e-47,1.3400421630152376e-32,2.4221875072108184e-25,0.938,2.1714086195289982e-20,0.00010701928614614702,6.456261285396401e-14,1.0599462111536204e-11,6.900648297781761e-05,0.0,0.0,0.02566009134905526,0.009946528156861593,0.049996733611611104,3.092333524348302e-33,2.75817956363829e-35,0.0019286322502139136,1.692929895015409e-40,3.2209909896865495e-36
3.177664054783596e-08,0.041168933244172715,2.361244123335307e-06,3.271250700710861e-11,3.190750174723631e-06,1.4252884156941858e-46,2.5128083577911453e-06,1.0355862087407025e-47,1.3572759116117935e-32,8.701574189573473e-25,0.938,2.1933935905083893e-20,0.0001072256240304115,6.502420816001373e-14,1.0608743783460556e-11,6.902290535763437e-05,0.0,0.0,0.02565986830797177,0.009946425059986169,0.049996733495213844,3.1439776678761466e-33,2.791789764220485e-35,0.001928615817741498,1.7260326476703207e-40,3.28132411635561e-36
3.183213585258292e-08,0.041168933244172715,2.361251477290332e-06,3.279649961561739e-11,3.1907252163972515e-06,1.4502948012562994e-46,2.5130753134908385e-06,1.0492914184113032e-47,1.3729478000424696e-32,8.882173207297905e-25,0.938,2.2133306614463747e-20,0.00010741132322695274,6.544152390539023e-14,1.0617101057941208e-11,6.903759274987572e-05,0.0,0.0,0.025659667671938887,0.009946332275243937,0.04999673339045174,3.1910899329298035e-33,2.822329553491958e-35,0.0019286011229108916,1.7563153837652756e-40,3.336467474243969e-36
3.1887631157329884e-08,0.041168933244172715,2.361257289069535e-06,3.288049093809491e-11,3.1907002699096183e-06,1.4756783758612607e-46,2.513340711861737e-06,1.0631544936130793e-47,1.3887740686816365e-32,8.919643188598311e-25,0.938,2.233411180977898e-20,0.00010759701778360438,6.586062439874554e-14,1.062546186107632e-11,6.905219279856638e-05,0.0,0.0,0.025659467130977116,0.009946239492817855,0.049996733285685366,3.238808108146399e-33,2.853146713324578e-35,0.0019285865169660114,1.7870691020767087e-40,3.39242037749312e-36
3.1943126462076845e-08,0.041168933244172715,2.361261574159348e-06,3.2964480861376475e-11,3.1906753351940826e-06,1.501455866059228e-46,2.5136045683936065e-06,1.0771769951972e-47,1.4047554999244738e-32,8.959736031505669e-25,0.938,2.253635901506274e-20,0.00010778270770186871,6.628151322896292e-14,1.0633826151954316e-11,6.906670600646688e-05,0.0,0.0,0.025659266684551263,0.009946146712707181,0.0499967331809148,3.287138677372348e-33,2.88424323796166e-35,0.0019285719993886107,1.8183000973683844e-40,3.449192959694933e-36
3.1998621766823807e-08,0.041168933244172715,2.3612643478963787e-06,3.3048469273397926e-11,3.190650412184379e-06,1.5276320438733426e-46,2.513866898426364e-06,1.0913604743670517e-47,1.4208927747455128e-32,8.996392875028865e-25,0.938,2.27400557786504e-20,0.00010796839298323046,6.67041939830276e-14,1.0642193890029717e-11,6.908113287344227e-05,0.0,0.0,0.025659066332129388,0.009946053934911171,0.049996733076140096,3.33608817954158e-33,2.9156211320769814e-35,0.001928557569663487,1.850014726503877e-40,3.506795458860385e-36
3.205411707157077e-08,0.041168933244172715,2.361265625468824e-06,3.3132456063184206e-11,3.190625500814667e-06,1.554212756969895e-46,2.514127717151496e-06,1.1057064884036978e-47,1.4371872217797767e-32,9.035604861692036e-25,0.938,2.2945209673115665e-20,0.00010815407362916336,6.712867024603077e-14,1.0650565035260527e-11,6.909547389647918e-05,0.0,0.0,0.025658866073182716,0.009945961159429088,0.04999673297136132,3.385663209017616e-33,2.947282410825156e-35,0.0019285432272784662,1.8822195242271852e-40,3.565238218252565e-36
3.210961237631773e-08,0.041168933244172715,2.3612654219178635e-06,3.321644112084225e-11,3.1906006010194995e-06,1.5812032218011173e-46,2.51438703961345e-06,1.1202166152853704e-47,1.4536403997526854e-32,9.074007042106598e-25,0.938,2.3151828295245324e-20,0.00010833974964113558,6.755494560117423e-14,1.065893954799824e-11,6.91097295697023e-05,0.0,0.0,0.025658665907185615,0.009945868386260201,0.049996732866578554,3.4358704159379066e-33,2.9792290998913053e-35,0.001928528971724383,1.9149211322824803e-40,3.624531687227554e-36
3.216510768106469e-08,0.041168933244172715,2.361263752139033e-06,3.3300424337552785e-11,3.1905757127338083e-06,1.6086090214537926e-46,2.5146448807110086e-06,1.1348924529594277e-47,1.4702536521915496e-32,9.112601808162752e-25,0.938,2.335991926607745e-20,0.00010852542102061007,6.798302362977439e-14,1.0667317388987628e-11,6.912390038439096e-05,0.0,0.0,0.025658465833615626,0.009945775615403775,0.04999673276179184,3.486716506560343e-33,3.0114632355241e-35,0.0019285148024950618,1.9481262301256896e-40,3.684686422082935e-36
3.222060298581165e-08,0.041168933244172715,2.3612606308835763e-06,3.338440560555944e-11,3.1905508358929147e-06,1.6364356909397385e-46,2.5149012551986426e-06,1.1497356110925233e-47,1.4870281304736203e-32,9.15128644026043e-25,0.938,2.3569490230958797e-20,0.0001087110877690423,6.841290791126683e-14,1.0675698519392832e-11,6.91379868289953e-05,0.0,0.0,0.025658265851953407,0.009945682846859085,0.04999673265700125,3.5382082436110276e-33,3.0439868645603176e-35,0.0019285007190873017,1.9818415421059556e-40,3.7457130869107265e-36
3.2276098290558614e-08,0.041168933244172715,2.3612560727597983e-06,3.346838481815728e-11,3.1905259704325346e-06,1.6646888400248468e-46,2.5151561776878626e-06,1.1647477074908104e-47,1.5039650225924426e-32,9.190045159252664e-25,0.938,2.3780548859578906e-20,0.000108896749887879,6.884460202321067e-14,1.0684082900778188e-11,6.915198938915284e-05,0.0,0.0,0.02565806596168272,0.009945590080625413,0.04999673255220684,3.590352446632929e-33,3.0768020444544277e-35,0.0019284867210008568,2.0160738752087313e-40,3.8076224544535585e-36
3.2331593595305575e-08,0.041168933244172715,2.3612500922344066e-06,3.3552361869682615e-11,3.1905011162887667e-06,1.6933741589551967e-46,2.51540966264856e-06,1.1799303710122804e-47,1.521065637532335e-32,9.228884065119e-25,0.938,2.3993102845984715e-20,0.00010908240737855885,6.927810954129265e-14,1.0692470495102227e-11,6.916590854770451e-05,0.0,0.0,0.025657866162290398,0.009945497316702034,0.049996732447408675,3.643155992335765e-33,3.109910843315471e-35,0.00192847280773842,2.050830132032606e-40,3.8704254069651396e-36
3.2442584204799505e-08,0.041168933244172715,2.3612339211455504e-06,3.372030907201276e-11,3.190451441697359e-06,1.752064363371441e-46,2.515912377163792e-06,1.2108139830438335e-47,1.555763137727317e-32,9.306795297738437e-25,0.938,2.4422727790266067e-20,0.00010945370848116662,7.015057908928306e-14,1.0709255172376341e-11,6.91934985774678e-05,0.0,0.0,0.02565746683410358,0.009945311795783307,0.04999673223780133,3.750768906570578e-33,3.1770176238648796e-35,0.001928445233710926,2.1219423897731596e-40,3.9987561486791564e-36
3.2553574814293434e-08,0.041168933244172715,2.3612122305688496e-06,3.388824638770482e-11,3.1904018116150593e-06,1.8125531457822263e-46,2.516409511721245e-06,1.242399755985838e-47,1.5911315022892247e-32,9.38501908329433e-25,0.938,2.4858427104232798e-20,0.00010982499108823021,7.103034512345024e-14,1.072605225471373e-11,6.922076072569227e-05,0.0,0.0,0.025657067863348787,0.009945126284097229,0.0499967320281797,3.861103156718453e-33,3.245323965520878e-35,0.0019284179930844612,2.195235143226262e-40,4.130794593340261e-36
3.2664565423787364e-08,0.041168933244172715,2.3611851312743234e-06,3.405617300796169e-11,3.1903522255442485e-06,1.8748883549935274e-46,2.5169011771156834e-06,1.2747012200725282e-47,1.6271813512165087e-32,9.463555094704118e-25,0.938,2.530026321970447e-20,0.00011019625521099871,7.191743618232363e-14,1.074286145174435e-11,6.924769875606281e-05,0.0,0.0,0.02565666924602999,0.009944940781638186,0.049996731818544284,3.974215850480504e-33,3.314846800284821e-35,0.0019283910819845715,2.2707664435326133e-40,4.266631830331253e-36
3.2775556033281294e-08,0.041168933244172715,2.361152731890947e-06,3.422408813972843e-11,3.1903026829932376e-06,1.939118886369098e-46,2.517387482000497e-06,1.307732112317021e-47,1.6639231792411696e-32,9.542403037543019e-25,0.938,2.5748298960794017e-20,0.00011056750086060363,7.281188077488519e-14,1.0759682479110325e-11,6.927431638904435e-05,0.0,0.0,0.02565627097819882,0.009944755288400619,0.04999673160889555,4.090165044298696e-33,3.3856032339162916e-35,0.0019283644965821637,2.348595612748138e-40,4.40636078554542e-36
3.288654664277522e-08,0.041168933244172715,2.361115138946706e-06,3.439199100539192e-11,3.190253183476188e-06,2.0052947472720213e-46,2.5178685329277694e-06,1.3415063745387863e-47,1.7013677116393752e-32,9.621562675957679e-25,0.938,2.6202597544758483e-20,0.00011093872804805986,7.371370738070375e-14,1.077651505835669e-11,6.930061730237845e-05,0.0,0.0,0.025655873055953928,0.009944569804379022,0.04999673139923397,4.209009754886286e-33,3.4576105470186075e-35,0.0019283382330929691,2.4287833234718275e-40,4.55007625011677e-36
3.299753725226915e-08,0.041168933244172715,2.3610724569079644e-06,3.455988084248748e-11,3.1902037265130484e-06,2.0734670848824436e-46,2.518344434387646e-06,1.376038164039717e-47,1.739525977657684e-32,9.701033742874392e-25,0.938,2.6663222582832912e-20,0.00011130993678426869,7.462294445006838e-14,1.0793358916819723e-11,6.932660513157437e-05,0.0,0.0,0.025655475475440424,0.009944384329567957,0.04999673118956001,4.330809970843126e-33,3.5308861961412536e-35,0.0019283122877770127,2.5113916323325896e-40,4.697874909456111e-36
3.310852786176308e-08,0.041168933244172715,2.361024788218152e-06,3.472775690341147e-11,3.1901543116294886e-06,2.1436881860370028e-46,2.518815288847023e-06,1.4113418630053442e-47,1.7784091598133514e-32,9.780815983154925e-25,0.938,2.7130238081084945e-20,0.00011168112708002001,7.553962040412071e-14,1.0810213787517848e-11,6.93522834703945e-05,0.0,0.0,0.025655078232849318,0.009944198863962028,0.04999673097987415,4.455626664356729e-33,3.6054478148835184e-35,0.0019282866569380898,2.5964839801019138e-40,4.8498553725970214e-36
3.321951847125701e-08,0.041168933244172715,2.3609722333357498e-06,3.489561845513836e-11,3.1901049383568195e-06,2.2160114856037246e-46,2.5192811967875362e-06,1.4474320798397962e-47,1.8180284942617617e-32,9.860909141156916e-25,0.938,2.760370844128619e-20,0.00011205229894599329,7.646376363498659e-14,1.0827079409045337e-11,6.937765587133418e-05,0.0,0.0,0.025654681324416964,0.009944013407555906,0.04999673077017683,4.583521802991492e-33,3.681313214991349e-35,0.001928261336923247,2.6841252018707688e-40,5.00611820186117e-36
3.333050908075094e-08,0.041168933244172715,2.360914890771595e-06,3.506346477894248e-11,3.1900556062319327e-06,2.290491592527409e-46,2.519742256742865e-06,1.4843236471975983e-47,1.8583953060499153e-32,9.94131296256517e-25,0.938,2.8083698461780263e-20,0.00011242345239275817,7.739540250590648e-14,1.0843955525467481e-11,6.940272584609597e-05,0.0,0.0,0.025654284746424522,0.009943827960344313,0.0499967305604685,4.7145583615669737e-33,3.758500387452663e-35,0.001928236324122271,2.7743815587135348e-40,5.166765942847247e-36
3.344149969024487e-08,0.041168933244172715,2.3608528571255143e-06,3.523129517012472e-11,3.1900063147972314e-06,2.3671843194863727e-46,2.5201985653353787e-06,1.5220316230468704e-47,1.89952107543475e-32,1.0022027194467577e-24,0.938,2.8570273338340524e-20,0.00011279458743077564,7.833456535136497e-14,1.0860841886217775e-11,6.942749686605844e-05,0.0,0.0,0.02565388849519738,0.009943642522322022,0.04999673035074961,4.848800334124628e-33,3.8370275035984546e-35,0.0019282116149671852,2.8673207737039202e-40,5.3319031547424234e-36
3.35524902997388e-08,0.041168933244172715,2.3607862271223107e-06,3.539910893774469e-11,3.1899570636005596e-06,2.4461467054374872e-46,2.5206502173121134e-06,1.5605712951464566e-47,1.941417449388848e-32,1.010305158519443e-24,0.938,2.906349866502525e-20,0.00011316570407039974,7.928128047721927e-14,1.0877738245997089e-11,6.94519723627395e-05,0.0,0.0,0.025653492567104638,0.009943457093483864,0.0499967301410206,4.9863127459825346e-33,3.91691291621024e-35,0.001928187205931747,2.9630120593318315e-40,5.5016364409556835e-36
3.366348090923273e-08,0.041168933244172715,2.360715093647103e-06,3.5566905404357546e-11,3.1899078521951423e-06,2.5274370336773608e-46,2.521097305580125e-06,1.599958185498694e-47,1.984096214393873e-32,1.0184385884370265e-24,0.938,2.95634404350366e-20,0.00011353680232187894,8.023557616082657e-14,1.0894644364674683e-11,6.947615572825464e-05,0.0,0.0,0.025653096958558597,0.009943271673824722,0.049996729931281916,5.1271616658784736e-33,3.998175160629908e-35,0.0019281630935309565,3.0615261394968937e-40,5.6760744800752964e-36
3.377447151872666e-08,0.041168933244172715,2.360639547780034e-06,3.573468390575579e-11,3.1898586801395133e-06,2.6111148519094075e-46,2.521539921241189e-06,1.6402080529002887e-47,2.0275692804665536e-32,1.0266029842886384e-24,0.938,3.007016504158275e-20,0.0001139078821953574,8.119748065117044e-14,1.0911560007190912e-11,6.950005031576952e-05,0.0,0.0,0.025652701666014206,0.009943086263339522,0.04999672972153397,5.2714142182019716e-33,4.0808329558697696e-35,0.001928139274320568,3.162935273929501e-40,5.8553280571535956e-36
3.388546212822059e-08,0.041168933244172715,2.3605596788303464e-06,3.590244379071548e-11,3.189809546997457e-06,2.697240995730576e-46,2.521978153625892e-06,1.6813368946315683e-47,2.0718486893340018e-32,1.034798321289207e-24,0.938,3.058373927873911e-20,0.00011427894370087586,8.216702216898626e-14,1.0928484943461897e-11,6.952365943994791e-05,0.0,0.0,0.025652306685968566,0.009942900862023263,0.04999672951177719,5.419138595315675e-33,4.1649052057239756e-35,0.0019281157448966103,3.26731328675129e-40,6.039510095321343e-36
3.399645273771452e-08,0.041168933244172715,2.360475574369854e-06,3.607018442074712e-11,3.1897604523379437e-06,2.78587761287647e-46,2.5224120903270934e-06,1.7233609488245933e-47,2.1169466271059416e-32,1.0430245747784119e-24,0.938,3.1104230342307905e-20,0.0001146499868483732,8.314422890688544e-14,1.0945418948285812e-11,6.954698637739372e-05,0.0,0.0,0.025651912014960393,0.009942715469870965,0.04999672930201201,5.57040406996612e-33,4.250410999883078e-35,0.001928092501894907,3.3747355959573313e-40,6.228735687733e-36
