Time (s),Volume (m^3),NH2_X(8),NH_X(9),H2O_X(10),N2O_X(11),H_X(12),NO2(13),NO2_X(14),NHO_X(15),He,NOX,OX,NX,OHX,NH3X,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7)
2.0924292700206962e-05,0.05954180215024143,1.856571004741815e-08,5.667491435814112e-07,5.949188501704365e-07,6.928745714879724e-16,2.5731448507542043e-06,5.422975016360779e-17,1.1591391175754523e-10,2.926602918905122e-14,0.938,3.898332483265181e-05,0.015612516940542928,0.0009622340850125084,1.936125068109607e-08,2.301429087393962e-07,0.0,0.0,0.02076018408995143,0.0014189035476587823,0.051510069229772935,3.1778243471171876e-06,1.3898407109629153e-09,0.0009915949624443167,7.507734295812851e-09
2.095917852209877e-05,0.05954180215024143,1.8493879172598115e-08,5.668618643715032e-07,5.948099461640934e-07,6.979912087387267e-16,2.5704528142255415e-06,5.4410782206475445e-17,1.1625005044398819e-10,2.928466105656417e-14,0.938,3.908000786790259e-05,0.015615540596630376,0.0009641801656889858,1.934861545637646e-08,2.296004465631905e-07,0.0,0.0,0.02075512098496411,0.0014157763841769328,0.05151320327489503,3.200550912360854e-06,1.396139522030976e-09,0.0009895071259653334,7.565021320718448e-09
2.0994064343990577e-05,0.05954180215024143,1.8422431225067738e-08,5.669719855962973e-07,5.947013847546097e-07,7.031293908643312e-16,2.5677631086230874e-06,5.4591712348087345e-17,1.1658584031962836e-10,2.9303128491568276e-14,0.938,3.9176543993554425e-05,0.015618553398460296,0.0009661223319390098,1.9335956873651078e-08,2.2905930106999011e-07,0.0,0.0,0.020750072793820507,0.0014126576308024577,0.05151633150038874,3.223369312034699e-06,1.4024445152782387e-09,0.0009874231675355751,7.62256439010353e-09
2.1028950165882385e-05,0.05954180215024143,1.835136348487764e-08,5.670795191333181e-07,5.945931644089329e-07,7.08289119771885e-16,2.565075747650589e-06,5.4772539317738565e-17,1.1692127978547015e-10,2.9321432049440616e-14,0.938,3.927293300539663e-05,0.015621555403069677,0.0009680605861407968,1.9323275242813686e-08,2.285194692808409e-07,0.0,0.0,0.020745039457290983,0.001409547257486782,0.05151945390951961,3.2462795459008826e-06,1.4087556258652136e-09,0.0009853430849751882,7.68036360939266e-09
2.1063835987774192e-05,0.05954180215024143,1.8280673256261055e-08,5.671844768190392e-07,5.944852836034843e-07,7.134703971145087e-16,2.562390744794018e-06,5.495326185494401e-17,1.1725636726037998e-10,2.93395722848685e-14,0.938,3.9369174703521894e-05,0.015624546667115411,0.0009699949307261745,1.9310570871083507e-08,2.2798094821820787e-07,0.0,0.0,0.020740020916468278,0.0014064452343272615,0.05152257050563715,3.269281612719826e-06,1.415072789111767e-09,0.0009832668760484306,7.738419080795942e-09
2.1098721809666e-05,0.05954180215024143,1.8210357867373428e-08,5.672868704490509e-07,5.943777408240831e-07,7.186732242927469e-16,2.5597081133255625e-06,5.5133878709380935e-17,1.1759110118095696e-10,2.93575497517923e-14,0.938,3.946526889228608e-05,0.015627527246877295,0.0009719253681798798,1.929784406303649e-08,2.2744373490606005e-07,0.0,0.0,0.020735017112765288,0.00140335153156625,0.05152568129217364,3.2923755102559178e-06,1.4213959404979377e-09,0.0009811945384644008,7.796730903323194e-09
2.1133607631557807e-05,0.05954180215024143,1.8140414670041368e-08,5.673867117780684e-07,5.942705345658773e-07,7.238976024559612e-16,2.5570278663056174e-06,5.5314388640831546e-17,1.1792548000140448e-10,2.9375365003404463e-14,0.938,3.956121538026842e-05,0.015630497198261005,0.0009738519010388623,1.928509512062487e-08,2.269078263699559e-07,0.0,0.0,0.020730027987912843,0.0014002661195901829,0.051528786272643165,3.3155612352831845e-06,1.42772501566474e-09,0.0009791260698777643,7.855299172798117e-09
2.1168493453449615e-05,0.05954180215024143,1.8070841039512303e-08,5.67484012519993e-07,5.941636633332669e-07,7.291435325037256e-16,2.5543500165848733e-06,5.5494790419125925e-17,1.182595021934024e-10,2.939301859214285e-14,0.938,3.965701398023222e-05,0.015633456576800996,0.0009757745318915979,1.9272324343198063e-08,2.263732196371251e-07,0.0,0.0,0.02072505348395746,0.001397188968928665,0.05153188545064043,3.338838783590971e-06,1.4340599504149455e-09,0.0009770614678894676,7.9141239818725e-09
2.123826509723323e-05,0.05954180215024143,1.793279209548377e-08,5.676710388951775e-07,5.939509200082844e-07,7.397000506106023e-16,2.5490015594138843e-06,5.585526464546589e-17,1.1892647066537836e-10,2.942784298692757e-14,0.938,3.9848166787844836e-05,0.01563934383564914,0.0009796080981858087,1.9246718467843388e-08,2.253078996990446e-07,0.0,0.0,0.020715148108489356,0.001391059334378132,0.05153806641399418,3.3856693283159223e-06,1.4467471426900073e-09,0.0009729438538473005,8.032543573652223e-09
2.1298953125256805e-05,0.05954180215024143,1.7813893513821276e-08,5.678255624972529e-07,5.93766949634965e-07,7.489523155239106e-16,2.5443573370319788e-06,5.616844523589272e-17,1.1950543190174618e-10,2.945761294138977e-14,0.938,4.00139505482501e-05,0.015644430756762223,0.0009829299032113625,1.9224378001556058e-08,2.243854807702325e-07,0.0,0.0,0.02070657933533844,0.0013857543164397606,0.05154342383525867,3.426701593937777e-06,1.4578010357324831e-09,0.0009693748680156116,8.136381319641639e-09
2.135964115328038e-05,0.05954180215024143,1.769607664723193e-08,5.67972563917242e-07,5.935839720675976e-07,7.582698049538547e-16,2.5397205453829117e-06,5.648128129385763e-17,1.2008329267783114e-10,2.94869015514177e-14,0.938,4.017928424417432e-05,0.015649486462919974,0.0009862399389105549,1.920197564412372e-08,2.2346695889154022e-07,0.0,0.0,0.020698053990716576,0.0013804738826718762,0.05154876375147892,3.468011641001268e-06,1.4688717474830003e-09,0.0009658175469844666,8.240996622655555e-09
2.1420329181303955e-05,0.05954180215024143,1.757932840291605e-08,5.681121035248108e-07,5.934019797220351e-07,7.676525157625913e-16,2.5350912456862284e-06,5.679376665969936e-17,1.2066004549510683e-10,2.951571170014366e-14,0.938,4.034416702002469e-05,0.015654511234879757,0.0009895382204906538,1.9179512890557074e-08,2.2255231847557844e-07,0.0,0.0,0.020689571779427908,0.0013752178824272853,0.051554086184053584,3.509599416319697e-06,1.4799589452600324e-09,0.0009622718764764393,8.346389870085907e-09
2.148101720932753e-05,0.05954180215024143,1.7463635886318752e-08,5.682442413230567e-07,5.932209650941307e-07,7.771004426193183e-16,2.5304694974153146e-06,5.710589526193213e-17,1.212356830064994e-10,2.9544046263237637e-14,0.938,4.050859805592772e-05,0.015659505350193084,0.000992824763585889,1.9156991213611348e-08,2.216415439555634e-07,0.0,0.0,0.02068113240902158,0.0013699861663095613,0.05155939115504988,3.5514648580726276e-06,1.4910622979128524e-09,0.0009587378417688942,8.452561421247068e-09
2.1541705237351105e-05,0.05954180215024143,1.7348986397550273e-08,5.683690369502912e-07,5.930409207586797e-07,7.866135780221159e-16,2.525855358336337e-06,5.74176611163655e-17,1.2181019801444486e-10,2.9571908108798343e-14,0.938,4.0672576567147256e-05,0.015664469083248898,0.000996099584247496,1.913441206414321e-08,2.2073461978645568e-07,0.0,0.0,0.020672735589758975,0.0013647785861594737,0.05156467868718807,3.593607895894285e-06,1.5021814758319927e-09,0.0009552154277043419,8.559511607601889e-09
2.160239326537468e-05,0.05954180215024143,1.723536742791734e-08,5.684865496820756e-07,5.928618393683929e-07,7.961919123196517e-16,2.5212488845456976e-06,5.77290583252309e-17,1.2238358346896617e-10,2.9599300097247404e-14,0.938,4.0836101803511334e-05,0.01566940270531612,0.0009993626989339686,1.911177687146191e-08,2.1983153044606642e-07,0.0,0.0,0.02066438103458145,0.0013595949950416133,0.051569948803826184,3.636028450961532e-06,1.5133161509592953e-09,0.000951704618700591,8.667240732987632e-09
2.1663081293398255e-05,0.05954180215024143,1.7122766656471242e-08,5.685968384323207e-07,5.926837136528508e-07,8.058354337328373e-16,2.5166501305041846e-06,5.804008107631341e-17,1.2295583246577235e-10,2.962622508120557e-14,0.938,4.099917304884733e-05,0.01567430648458559,0.0010026141245014818,1.9089087043649607e-08,2.1893226043613682e-07,0.0,0.0,0.020656068459078466,0.0013544352472311901,0.051575201528945055,3.67872643608144e-06,1.524465996797601e-09,0.0009482053987607104,8.775749073841771e-09
2.172376932142183e-05,0.05954180215024143,1.701117194663566e-08,5.686999617546458e-07,5.925065364174858e-07,8.155441283764387e-16,2.512059149072273e-06,5.83507236420901e-17,1.2352693824437913e-10,2.965268590537726e-14,0.938,4.1161789620425504e-05,0.01567918068621131,0.0010058538781945064,1.906634396789006e-08,2.1803679428337543e-07,0.0,0.0,0.02064779758145628,0.0013492991982010114,0.05158043688713368,3.72170175577844e-06,1.5356306884200521e-09,0.0009447177514827989,8.885036879427603e-09
2.1784457349445404e-05,0.05954180215024143,1.6900571342964976e-08,5.687959778449216e-07,5.923303005426203e-07,8.253179802805147e-16,2.5074759915463455e-06,5.866098037887387e-17,1.2409689418625406e-10,2.967868540647001e-14,0.938,4.132395086841087e-05,0.01568402557235114,0.0010090819776365956,1.9043549010815105e-08,2.1714511654046737e-07,0.0,0.0,0.020639568122507005,0.0013441867046086367,0.05158565490357479,3.7649543063810467e-06,1.546809902479034e-09,0.0009412416600695739,8.995104372059692e-09
2.184514537746898e-05,0.05954180215024143,1.6790953067894898e-08,5.688849445425895e-07,5.921549989824651e-07,8.351569714117827e-16,2.5029007076913296e-06,5.897084572596391e-17,1.246656938129851e-10,2.9704226413092774e-14,0.938,4.148565617532339e-05,0.01568884140220675,0.0010122984408213506,1.902070351881313e-08,2.1625721178706204e-07,0.0,0.0,0.02063137980557813,0.0013390976242837,0.05159085560403077,3.808483976108161e-06,1.5580033172147632e-09,0.0009377771073377728,9.105951747329025e-09
2.1905833405492554e-05,0.05954180215024143,1.6682305518560904e-08,5.68966919331109e-07,5.919806247641273e-07,8.450610816949963e-16,2.4983333457719503e-06,5.928031420480187e-17,1.2523333078445163e-10,2.972931174561303e-14,0.938,4.164690495550548e-05,0.015693628432063057,0.00101550328610355,1.8997808818322015e-08,2.15373064630721e-07,0.0,0.0,0.020623232356542533,0.0013340318162154041,0.05159603901482977,3.852290645154931e-06,1.5692106124635188e-09,0.0009343240757273832,9.217579174327905e-09
2.196652143351613e-05,0.05954180215024143,1.6574617263769956e-08,5.690419593409207e-07,5.91807170986718e-07,8.550302890341039e-16,2.493773952586889e-06,5.958938041813427e-17,1.257997988970295e-10,2.975394421609177e-14,0.938,4.180769665459776e-05,0.01569838691532702,0.0010186965321904553,1.897486621616729e-08,2.144926597078324e-07,0.0,0.0,0.0206151255037688,0.0013289891405401763,0.0516012051628521,3.8963741857781755e-06,1.5804314696655362e-09,0.0009308825473106939,9.32998679587455e-09
2.2027209461539704e-05,0.05954180215024143,1.6467877040943448e-08,5.691101213517765e-07,5.916346308204002e-07,8.650645693332787e-16,2.4892225735014307e-06,5.989803904918109e-17,1.2636509208183823e-10,2.977812662824496e-14,0.938,4.196803074902337e-05,0.015703117102565868,0.00102187819813327,1.895187699987457e-08,2.1361598168451534e-07,0.0,0.0,0.020607058978092088,0.001323969458529489,0.05160635407551692,3.940734462381374e-06,1.5916655718725597e-09,0.0009274525038011772,9.44317472873732e-09
2.208789748956328e-05,0.05954180215024143,1.6362073753111546e-08,5.69171461791755e-07,5.914629975054035e-07,8.751638965180629e-16,2.4846792524751933e-06,6.020628486081077e-17,1.2692920440296445e-10,2.9801861777253545e-14,0.938,4.212790674547838e-05,0.01570781924154469,0.001025048303318771,1.8928842437922307e-08,2.1274301525748914e-07,0.0,0.0,0.02059903251278534,0.0013189726325778433,0.0516114857807692,3.9853713315991855e-06,1.6029126037550623e-09,0.0009240339265622013,9.557143063858596e-09
2.2148585517586854e-05,0.05954180215024143,1.625719646607925e-08,5.692260367398898e-07,5.912922643512011e-07,8.853282425562529e-16,2.4801440320923315e-06,6.051411269472078e-17,1.2749213005570544e-10,2.9825152449661854e-14,0.938,4.2287324180429825e-05,0.01571249357726352,0.0010282068674610954,1.8905763780056392e-08,2.118737451548943e-07,0.0,0.0,0.02059104584353091,0.0013139985261909075,0.05161660030706676,4.030284642381531e-06,1.6141722516091417e-09,0.0009206267966155798,9.671891866578238e-09
2.220927354561043e-05,0.05954180215024143,1.615323440555453e-08,5.692739019308458e-07,5.911224247356294e-07,8.95557577478538e-16,2.4756169535951127e-06,6.082151747062509e-17,1.2805386336490912e-10,2.984800142347427e-14,0.938,4.244628261962383e-05,0.01571714035199385,0.0010313539105936723,1.888264225762547e-08,2.1100815613711662e-07,0.0,0.0,0.02058309870839257,0.0013090470039738118,0.051621697683367794,4.075474236077216e-06,1.6254442033630955e-09,0.0009172310946499556,9.787421176856625e-09
2.2269961573634004e-05,0.05954180215024143,1.6050176954310492e-08,5.693151127525618e-07,5.909534721038772e-07,9.058518693993984e-16,2.4710980569104805e-06,6.112849418544776e-17,1.2861439878326402e-10,2.987041146794249e-14,0.938,4.2604781657598545e-05,0.015721759805314536,0.0010344894530613241,1.8859479083803237e-08,2.1014623299759136e-07,0.0,0.0,0.020575190847787944,0.0013041179316195981,0.05162677793911849,4.120939946517077e-06,1.6367281485836832e-09,0.000913846801029029,9.903731009497232e-09
2.233064960165758e-05,0.05954180215024143,1.5948013649518912e-08,5.693497242465934e-07,5.90785399967727e-07,9.162110845377647e-16,2.4665873806740644e-06,6.143503791252235e-17,1.291737308895421e-10,2.98923853432909e-14,0.938,4.2762820917202e-05,0.01572635217414722,0.0010376135155125102,1.883627545385047e-08,2.0928796056353457e-07,0.0,0.0,0.020567322004461347,0.0012992111758978173,0.05163184110424086,4.166681600096687e-06,1.6480237784820826e-09,0.0009104738957996304,1.0020821354368697e-08
2.2391337629681154e-05,0.05954180215024143,1.5846734180059188e-08,5.693777911164965e-07,5.90618201904787e-07,9.266351872371873e-16,2.462084962263193e-06,6.174114380079784e-17,1.2973185438703595e-10,2.9913925801017235e-14,0.938,4.29204000491234e-05,0.015730917692791203,0.0010407261188917077,1.8813032545481434e-08,2.084333236966835e-07,0.0,0.0,0.020559491923456946,0.0012943266046432777,0.0516368872091209,4.212699015858558e-06,1.6593307859195384e-09,0.0009071123586996359,1.0138692176626417e-08
2.2445956854902372e-05,0.05954180215024143,1.5756329934754738e-08,5.693975005838981e-07,5.904684657247997e-07,9.36072327566373e-16,2.458039876036487e-06,6.201626079898959e-17,1.302331278956132e-10,2.993294390791975e-14,0.938,4.306182759204683e-05,0.015735003894221812,0.0010435176819696764,1.879208130431975e-08,2.0766724644312811e-07,0.0,0.0,0.02055247778344982,0.0012899493498487867,0.0516414141424844,4.254350311287968e-06,1.6695165678929173e-09,0.0009040966780708236,1.0245443176284291e-08
2.250057608012359e-05,0.05954180215024143,1.5666626056292033e-08,5.694119923367924e-07,5.903194278032561e-07,9.455619678427774e-16,2.454001533457784e-06,6.229101584750448e-17,1.3073341455101333e-10,2.995161516112052e-14,0.938,4.320288195440085e-05,0.01573906870186594,0.0010462999960683859,1.877110002183128e-08,2.0690409077991045e-07,0.0,0.0,0.02054549465357389,0.0012855898634023266,0.05164592730481185,4.296224679510855e-06,1.6797110966625993e-09,0.0009010901737800926,1.0352826254799896e-08
2.255519530534481e-05,0.05954180215024143,1.5577615332718153e-08,5.694213055487328e-07,5.901710835915424e-07,9.551040782578188e-16,2.4499699592604667e-06,6.256540556390792e-17,1.3123271074409704e-10,2.9969941547509304e-14,0.938,4.334356293754412e-05,0.015743112281214958,0.0010490730770419997,1.8750089521047862e-08,2.0614384574575151e-07,0.0,0.0,0.020538542352640243,0.001281248051124821,0.05165042671917265,4.338321973656525e-06,1.6899141517733322e-09,0.0008980928304450377,1.0460841336304827e-08
2.260981453056603e-05,0.05954180215024143,1.5489290645197626e-08,5.694254791735098e-07,5.900234285818517e-07,9.646986278231613e-16,2.4459451774233196e-06,6.28394266134336e-17,1.317310129434127e-10,2.9987925048302586e-14,0.938,4.3483870359965635e-05,0.015747134796123614,0.0010518369409207617,1.8729050614124246e-08,2.0538650040378894e-07,0.0,0.0,0.02053162070090423,0.0012769238195089038,0.051654912408912325,4.380642042232132e-06,1.7001255138648532e-09,0.0008951046324994202,1.0569488329265406e-08
2.2664433755787248e-05,0.05954180215024143,1.5401644966630026e-08,5.694245519439516e-07,5.898764583070178e-07,9.74345584382481e-16,2.4419272111791276e-06,6.311307570853324e-17,1.3222831769420644e-10,3.000556763849566e-14,0.938,4.3623804057023246e-05,0.015751136408829053,0.001054591603906927,1.8707984102471094e-08,2.0463204384187187e-07,0.0,0.0,0.02052472952005074,0.0012726170757127043,0.05165938439764614,4.423184729169772e-06,1.7103449646743574e-09,0.0008921255641974043,1.0678767126611743e-08
2.2719052981008466e-05,0.05954180215024143,1.5314671360269956e-08,5.694185623744803e-07,5.897301683404146e-07,9.840449146229628e-16,2.437916083020276e-06,6.338634960842882e-17,1.3272462161758347e-10,3.002287128651456e-14,0.938,4.376336388069088e-05,0.015755117279969855,0.00105733708237069,1.8686890776899213e-08,2.0388046517285406e-07,0.0,0.0,0.020517868633179465,0.0012683277275536346,0.05166384270925265,4.465949873873556e-06,1.7205722870389656e-09,0.0008891556096177895,1.078867760586674e-08
