Time (s),Volume (m^3),NH2_X(8),NH_X(9),H2O_X(10),N2O_X(11),H_X(12),NO2(13),NO2_X(14),NHO_X(15),He,NOX,OX,NX,OHX,NH3X,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7)
1.3025007259643445e-10,0.05954180215024143,3.511362074673284e-08,2.7498314598979006e-15,1.0396428339992325e-06,2.9207597614021493e-56,4.389832416475169e-08,1.8600724396999924e-46,2.5322315152473705e-35,1.2910450256818644e-26,0.938,1.347263795956184e-28,5.383717346971606e-07,2.325356277001032e-21,3.4352739059034464e-10,6.335039164417664e-07,0.0,0.0,0.03737563056503705,0.009999732924425277,0.049998955793053364,4.768672330247667e-47,1.4108962163248085e-38,0.001999331382460057,1.6363248269595e-49
1.3097609226875834e-10,0.05954180215024143,3.530911648740629e-08,2.795528857290347e-15,1.039642690577974e-06,2.6205394530243283e-56,4.414468998341356e-08,2.023620149394014e-46,2.506992113707466e-35,2.7085758102739325e-27,0.938,1.3900530511648851e-28,5.413744248297704e-07,2.3870283726441118e-21,3.435142335060039e-10,6.351280396767201e-07,0.0,0.0,0.03737562549651866,0.009999731435800997,0.04999895576776837,5.051681251935174e-47,1.4649190418861174e-38,0.001999329562841036,1.611160311765553e-49
1.3170211194108222e-10,0.05954180215024143,3.550460914827266e-08,2.8417293548830256e-15,1.0396425475197032e-06,2.7792877050337624e-56,4.4391052462909634e-08,2.178535905327157e-46,2.511601963709705e-35,2.605740683016941e-27,0.938,1.4339622257132489e-28,5.443771135829667e-07,2.4499984988810154e-21,3.4350107540761634e-10,6.367396490669465e-07,0.0,0.0,0.03737562044052154,0.009999729947177339,0.049998955742483135,5.349859403116505e-47,1.5204481199520845e-38,0.001999327755738938,1.6104173453335304e-49
1.324281316134061e-10,0.05954180215024143,3.570009871956729e-08,2.888435698595259e-15,1.0396424048216256e-06,2.6858504349706746e-56,4.463741159332318e-08,2.3295566454124187e-46,2.5252167427174286e-35,2.970955060252296e-27,0.938,1.4790196884564114e-28,5.473798009585747e-07,2.5142869737997933e-21,3.434879165093111e-10,6.383388410283366e-07,0.0,0.0,0.037375615396949315,0.009999728458554309,0.04999895571719769,5.663933749878814e-47,1.5775967636727147e-38,0.0019993259610573593,1.6207347058231466e-49
1.3315415128573e-10,0.05954180215024143,3.589558519151578e-08,2.935650634181893e-15,1.0396422624809677e-06,2.6845288188908466e-56,4.488376736474316e-08,2.4829354301730017e-46,2.5284609160577573e-35,2.947008841797277e-27,0.938,1.525244194417139e-28,5.50382486958419e-07,2.5799143255495847e-21,3.434747570095235e-10,6.399257112339213e-07,0.0,0.0,0.03737561036570632,0.0099997269699319,0.049998955691912005,5.994662022977031e-47,1.63650174652954e-38,0.0019993241787006344,1.6248015813245167e-49
1.3388017095805389e-10,0.05954180215024143,3.609106855433407e-08,2.9833769072412435e-15,1.0396421204949784e-06,2.7064313778682347e-56,4.513011976726318e-08,2.639079154865455e-46,2.523057488516177e-35,3.0346482126902472e-27,0.938,1.572659749942132e-28,5.533851715842984e-07,2.6469012933670963e-21,3.4346159709211926e-10,6.41500354619595e-07,0.0,0.0,0.037375605346697635,0.00999972548131011,0.04999895566662609,6.342833849544062e-47,1.6972136980242586e-38,0.0019993224085738384,1.6211975755723824e-49
1.3533221030270166e-10,0.05954180215024143,3.648202591339618e-08,3.080374447385268e-15,1.0396418375761052e-06,2.610847770211577e-56,4.5622814425995466e-08,2.9649126367871274e-46,2.465463785274856e-35,3.189934165332318e-27,0.938,1.6711561307248196e-28,5.593905367213856e-07,2.785038096326821e-21,3.4343527667308895e-10,6.44613337023027e-07,0.0,0.0,0.03737559534500722,0.0099997225040684,0.04999895561605363,7.094833282325473e-47,1.8243195684819953e-38,0.001999318904633979,1.5686411349581478e-49
1.3663904571288466e-10,0.05954180215024143,3.683387680497875e-08,3.1694485482929615e-15,1.0396415841349125e-06,2.5515221113650914e-56,4.6066227997898614e-08,3.2504972166836767e-46,2.4233168621594675e-35,3.233543557025821e-27,0.938,1.7641379765458355e-28,5.647953606637856e-07,2.9142235226934543e-21,3.4341158844930483e-10,6.473741429663349e-07,0.0,0.0,0.03737558638438991,0.009999719824552979,0.049998955570537656,7.8399064097980225e-47,1.9451058416690683e-38,0.0019993157919770545,1.5263099151526412e-49
1.3794588112306767e-10,0.05954180215024143,3.718571747038609e-08,3.2602220749456e-15,1.0396413318010112e-06,2.551669927297413e-56,4.6509630500620465e-08,3.521886414488798e-46,2.404399875651947e-35,3.731432718257227e-27,0.938,1.861385854680538e-28,5.702001801823709e-07,3.0481464050831626e-21,3.433879011689189e-10,6.500967773607444e-07,0.0,0.0,0.037375577461968755,0.009999717145039553,0.049998955525021004,8.65536214693337e-47,2.0721377896103365e-38,0.0019993127175019043,1.5068721004335569e-49
1.3925271653325067e-10,0.05954180215024143,3.753754785221997e-08,3.3527110339362205e-15,1.0396410805591048e-06,2.490150536757049e-56,4.6953021876444976e-08,3.7832858988751316e-46,2.412385754596781e-35,3.676653565999538e-27,0.938,1.9630561119543397e-28,5.756049952875096e-07,3.186935470312849e-21,3.4336421549906536e-10,6.527817679571623e-07,0.0,0.0,0.03737556857721614,0.009999714465528125,0.04999895547950368,9.547121480307744e-47,2.2057723991654552e-38,0.0019993096806808336,1.5144666124436968e-49
1.4055955194343367e-10,0.05954180215024143,3.788936789298765e-08,3.4469314301646904e-15,1.0396408303941084e-06,2.512523207759089e-56,4.7396402067645996e-08,4.045735559557372e-46,2.422505015289666e-35,3.3916664092112726e-27,0.938,2.069298869783644e-28,5.810098059895377e-07,3.330721747161722e-21,3.4334053201975343e-10,6.554296352098823e-07,0.0,0.0,0.037375559729611714,0.009999711786018686,0.04999895543398571,1.0521543583137741e-46,2.346479009107266e-38,0.0019993066809934463,1.5251628269863723e-49
1.4186638735361667e-10,0.05954180215024143,3.824117753510331e-08,3.5428992668298546e-15,1.0396405812911471e-06,2.5981249710435123e-56,4.783977101647785e-08,4.313250382047734e-46,2.4246690549982827e-35,3.997678755196339e-27,0.938,2.180272012797999e-28,5.864146122987019e-07,3.479638586507326e-21,3.4331685123487187e-10,6.580408923774944e-07,0.0,0.0,0.03737555091864233,0.009999709106511231,0.0499989553884671,1.1585453865442742e-46,2.494633242156641e-38,0.00199930371792654,1.5278573343150765e-49
1.4317322276379968e-10,0.05954180215024143,3.8592976720889524e-08,3.640630545421601e-15,1.0396403332355491e-06,2.514287027594016e-56,4.828312866516726e-08,4.5830991290780884e-46,2.4201752869458324e-35,4.113837228415071e-27,0.938,2.296144168877837e-28,5.91819414225154e-07,3.633821681565361e-21,3.432931735818092e-10,6.60616045622382e-07,0.0,0.0,0.037375542143801954,0.009999706427005753,0.049998955342947855,1.2746173568028371e-46,2.650521441144765e-38,0.0019993007909740114,1.5234924122788822e-49
1.4448005817398268e-10,0.05954180215024143,3.894476539257884e-08,3.740141265705744e-15,1.0396400862128464e-06,2.4884921543953764e-56,4.8726474955906434e-08,4.85152762579706e-46,2.4165664884246885e-35,3.706790879537807e-27,0.938,2.4170886233581497e-28,5.972242117789509e-07,3.7934090881305746e-21,3.4326949943987304e-10,6.631555941088508e-07,0.0,0.0,0.037375533404591564,0.00999970374750225,0.049998955297428004,1.401155094204514e-46,2.814426174088732e-38,0.001999297899636754,1.5196329030423368e-49
1.4578689358416568e-10,0.05954180215024143,3.929654349231506e-08,3.8414474257120414e-15,1.0396398402087725e-06,2.6053484059930616e-56,4.9169809830847244e-08,5.117805403885042e-46,2.4166297317680705e-35,4.4442778774369846e-27,0.938,2.543279583530208e-28,6.026290049700629e-07,3.95854124482777e-21,3.4324582913760963e-10,6.656600300998811e-07,0.0,0.0,0.037375524700518976,0.009999701068000716,0.049998955251907555,1.5389994110191162e-46,2.9866867816469185e-38,0.0019992950434225623,1.5194461935873452e-49
1.4709372899434868e-10,0.05954180215024143,3.9648310962154854e-08,3.94456502172827e-15,1.0396395952092564e-06,2.5237716122954056e-56,4.961313323209631e-08,5.38356704295573e-46,2.4186726097090964e-35,4.704960570326323e-27,0.938,2.674898269558605e-28,6.080337938083685e-07,4.12936099333354e-21,3.432221629592034e-10,6.681298390525362e-07,0.0,0.0,0.037375516031098885,0.009999698388501142,0.049998955206386524,1.6890505665642402e-46,3.1676898720178664e-38,0.001999292221846036,1.5213980521668974e-49
1.4840056440453169e-10,0.05954180215024143,4.0000067744068965e-08,4.0495100482849815e-15,1.0396393512004231e-06,2.4621007955933083e-56,5.005644510171075e-08,5.650185481329937e-46,2.4199772267243024e-35,4.039820048282608e-27,0.938,2.8121287510558287e-28,6.134385783036465e-07,4.306013598587314e-21,3.431985011500866e-10,6.705654997120584e-07,0.0,0.0,0.03737550739585264,0.009999695709003529,0.04999895516086492,1.8522719084209674e-46,3.3578305198204617e-38,0.0019992894344284897,1.5227065198273118e-49
1.497073998147147e-10,0.05954180215024143,4.0351813779943735e-08,4.1562984981429374e-15,1.039639108168588e-06,2.6290095014591236e-56,5.0499745381694755e-08,5.917632221411641e-46,2.419867071084424e-35,4.874665550319485e-27,0.938,2.9551569440286955e-28,6.188433584655696e-07,4.488646769000037e-21,3.4317484392185976e-10,6.729674842046672e-07,0.0,0.0,0.037375498794308244,0.009999693029507869,0.04999895511534277,2.0296937025293597e-46,3.5574956078275727e-38,0.0019992866806978543,1.522574872693504e-49
1.510142352248977e-10,0.05954180215024143,4.070354901158237e-08,4.2649463622891835e-15,1.0396388661002575e-06,2.553919607855175e-56,5.094303401399666e-08,6.185135588214334e-46,2.4192512583947467e-35,5.3835496222374344e-27,0.938,3.10417901714069e-28,6.242481343037035e-07,4.67741067666761e-21,3.4315119145659917e-10,6.753362581290744e-07,0.0,0.0,0.037375490226000244,0.00999969035001416,0.04999895506982007,2.222417160648627e-46,3.767073944199591e-38,0.0019992839601885894,1.5218809242372282e-49
1.523210706350807e-10,0.05954180215024143,4.1055273380706294e-08,4.375469629921059e-15,1.0396386249821227e-06,2.4159966882698323e-56,5.1386310940506534e-08,6.4522433747060835e-46,2.41904144597285e-35,4.395311977032875e-27,0.938,3.2593951492406487e-28,6.296529058275046e-07,4.872457977583556e-21,3.431275439106173e-10,6.776722806467319e-07,0.0,0.0,0.03737548169046955,0.009999687670522393,0.04999895502429685,2.4316186736672788e-46,3.986972406915179e-38,0.001999281272441593,1.52155072865723e-49
1.536279060452637e-10,0.05954180215024143,4.140698682895649e-08,4.487884288431163e-15,1.0396383848010603e-06,2.6391041310520093e-56,5.182957610305424e-08,6.719088901810082e-46,2.4193430736131e-35,5.2870659466179885e-27,0.938,3.421004730091513e-28,6.350576730463218e-07,5.0739438318464824e-21,3.431039014177507e-10,6.799760045708321e-07,0.0,0.0,0.0373754731872635,0.009999684991032569,0.04999895497877311,2.6585542594292953e-46,4.217620233162895e-38,0.0019992786170041077,1.521741885283742e-49
1.549347414554467e-10,0.05954180215024143,4.175868929789475e-08,4.602206323406146e-15,1.039638145544128e-06,2.6098125595507336e-56,5.227282944340789e-08,6.9859995898760824e-46,2.419771204933773e-35,6.177745431535617e-27,0.938,3.5892181914176646e-28,6.40462435969394e-07,5.28202592386153e-21,3.430802640922353e-10,6.822478764540759e-07,0.0,0.0,0.03737546471593567,0.009999682311544677,0.04999895493324886,2.9045642339185102e-46,4.4594635235758586e-38,0.001999275993429641,1.5221004538053827e-49
1.562415768656297e-10,0.05954180215024143,4.211038072900499e-08,4.7184517186108724e-15,1.0396379071985618e-06,2.359068504546456e-56,5.2716070903272636e-08,7.253104191778951e-46,2.419999827972785e-35,4.788117868992826e-27,0.938,3.7642514785077013e-28,6.458671946058486e-07,5.496864482537858e-21,3.430566320312259e-10,6.844883366752287e-07,0.0,0.0,0.037375456276045785,0.009999679632058714,0.04999895488772412,3.1710781150173973e-46,4.712959733050274e-38,0.0019992734012778727,1.5222474724842187e-49
1.575484122758127e-10,0.05954180215024143,4.24620610636945e-08,4.8366364559700815e-15,1.0396376697517751e-06,2.6314303031343466e-56,5.315930042428982e-08,7.520307736602481e-46,2.420055129158831e-35,5.6497897600353555e-27,0.938,3.946317651521054e-28,6.512719489647013e-07,5.7186223014832415e-21,3.430330053169998e-10,6.866978195244801e-07,0.0,0.0,0.03737544786715969,0.00999967695257468,0.049998954842198906,3.4596197684197717e-46,4.978577641880705e-38,0.001999270840114571,1.522199509682597e-49
1.588552476859957e-10,0.05954180215024143,4.281373024329511e-08,4.95677651557031e-15,1.0396374331913557e-06,2.705012755303147e-56,5.3602517948036155e-08,7.787483294154708e-46,2.420135167944074e-35,7.103505127045578e-27,0.938,4.135642363216798e-28,6.566766990548559e-07,5.947464759196296e-21,3.430093840188844e-10,6.888767532876242e-07,0.0,0.0,0.03737543948884919,0.009999674273092564,0.049998954796673226,3.771812805607737e-46,5.256800558843938e-38,0.0019992683095115074,1.5222013307836435e-49
1.601620830961787e-10,0.05954180215024143,4.316538820906451e-08,5.078887875644903e-15,1.039637197505061e-06,2.291407992119165e-56,5.40457234160235e-08,8.054604255046147e-46,2.4202916376112533e-35,5.24299825813869e-27,0.938,4.332459154060677e-28,6.620814448851045e-07,6.183559839255498e-21,3.42985768194941e-10,6.910255603290734e-07,0.0,0.0,0.037375431140692056,0.00999967159361237,0.049998954751147094,4.109386244093181e-46,5.548128645546655e-38,0.0019992658090463777,1.5222542150615001e-49
1.614689185063617e-10,0.05954180215024143,4.3517034902187394e-08,5.202986512550841e-15,1.0396369626808203e-06,2.581720469424843e-56,5.4488916769698414e-08,8.321722617346573e-46,2.420491516277268e-35,5.9240020911446206e-27,0.938,4.5369952788808795e-28,6.674861864641281e-07,6.427078150503816e-21,3.429621578934377e-10,6.931446571737269e-07,0.0,0.0,0.0373754228222719,0.009999668914134084,0.049998954705620526,4.474180440427724e-46,5.853078954136943e-38,0.0019992633383027164,1.5223233418130114e-49
1.627757539165447e-10,0.05954180215024143,4.386867026377667e-08,5.329088400774209e-15,1.0396367287067287e-06,2.8559684472624035e-56,5.493209795044225e-08,8.588885681861993e-46,2.4207287723908805e-35,8.175735566683845e-27,0.938,4.74949153950479e-28,6.728909238004957e-07,6.678192947229659e-21,3.4293855315413765e-10,6.952344545877064e-07,0.0,0.0,0.03737541453317806,0.009999666234657712,0.04999895466009351,4.868153306817351e-46,6.172184551110662e-38,0.001999260896869815,1.5224914731738065e-49
1.6408258932672771e-10,0.05954180215024143,4.4220294234874596e-08,5.457209512917566e-15,1.0396364955710454e-06,2.228409365616104e-56,5.537526689957113e-08,8.856095521315694e-46,2.4209272062765114e-35,5.8001418265438586e-27,0.938,4.9702004365594275e-28,6.782956569026669e-07,6.937080149344748e-21,3.4291495400942486e-10,6.97295357657976e-07,0.0,0.0,0.03737540627300557,0.00999966355518324,0.04999895461456609,5.2933868225315175e-46,6.505994285094599e-38,0.0019992584843426457,1.5225943092217133e-49
1.6538942473691072e-10,0.05954180215024143,4.4571906756453944e-08,5.587365819670074e-15,1.0396362632621928e-06,2.4562702164555233e-56,5.5818423558336176e-08,9.123328992042354e-46,2.421081822109416e-35,6.0590909727886704e-27,0.938,5.199364085025942e-28,6.83700385778991e-07,7.203918362557841e-21,3.42891360485289e-10,6.99327765870859e-07,0.0,0.0,0.037375398041355076,0.009999660875710671,0.04999895456903825,5.752093851653433e-46,6.855073463049488e-38,0.0019992561003217804,1.5225886344710114e-49
1.6669626014709372e-10,0.05954180215024143,4.4923507769419164e-08,5.719573289816582e-15,1.0396360317687526e-06,3.078356356984e-56,5.6261567867923766e-08,9.390571868598283e-46,2.421308507906681e-35,9.401704343652088e-27,0.938,5.437238408383198e-28,6.89105110437708e-07,7.478888898545056e-21,3.428677726021855e-10,7.013320731894738e-07,0.0,0.0,0.03737538983783272,0.009999658196239995,0.049998954523510025,6.246625279074865e-46,7.220004739128531e-38,0.0019992537444133165,1.5227503217869689e-49
1.6800309555727672e-10,0.05954180215024143,4.527509721460748e-08,5.85384789022955e-15,1.0396358010794654e-06,2.20031020973887e-56,5.670469976945604e-08,9.657828392848045e-46,2.4215480787592735e-35,6.520946537810112e-27,0.938,5.684096630271656e-28,6.945098308869492e-07,7.76217579511735e-21,3.428441903757875e-10,7.033086681300943e-07,0.0,0.0,0.03737538166205013,0.009999655516771212,0.04999895447798142,6.779477477001098e-46,7.601388644696069e-38,0.001999251416228796,1.522906204672376e-49
1.6930993096745972e-10,0.05954180215024143,4.562667503278993e-08,5.990205585830192e-15,1.0396355711832273e-06,2.203333846402633e-56,5.714781920399124e-08,9.925109458132031e-46,2.42173570095787e-35,5.992820298515445e-27,0.938,5.940196560489286e-28,6.999145471347393e-07,8.05396583638327e-21,3.4282061381764164e-10,7.052579338374578e-07,0.0,0.0,0.03737537351362425,0.009999652837304319,0.049998954432452426,7.353300114603604e-46,7.999843808503924e-38,0.0019992491153851344,1.5228898494408007e-49
1.7061676637764273e-10,0.05954180215024143,4.597824116467257e-08,6.12866233960073e-15,1.0396353420690872e-06,3.3826042206616413e-56,5.7590926112524316e-08,1.0192420898830798e-45,2.422007036534217e-35,1.0774386018528746e-26,0.938,6.205808677283676e-28,7.053192591889964e-07,8.354448572907948e-21,3.4279704293574215e-10,7.071802481590301e-07,0.0,0.0,0.03737536539217738,0.009999650157839312,0.04999895438692307,7.970904323841427e-46,8.416007179894956e-38,0.0019992468415045424,1.5231039827473975e-49
1.7192360178782573e-10,0.05954180215024143,4.632979555089748e-08,6.269234112584111e-15,1.0396351137262462e-06,2.2668458520093917e-56,5.803402043598758e-08,1.0459761381688528e-45,2.422291094257281e-35,7.495295219249415e-27,0.938,6.481228815930559e-28,7.107239670575323e-07,8.663816341869782e-21,3.4277347773503187e-10,7.090759837182447e-07,0.0,0.0,0.037375357297337014,0.009999647478376181,0.04999895434139337,8.635271234866765e-46,8.850534401943025e-38,0.001999244594214456,1.5233401727082323e-49
1.7323043719800873e-10,0.05954180215024143,4.668133813204382e-08,6.4119368638335686e-15,1.0396348861440546e-06,1.750726818733011e-56,5.8477102115251195e-08,1.0727127674953709e-45,2.422475977952179e-35,5.6526950565119255e-27,0.938,6.766731720732764e-28,7.161286707480557e-07,8.982264287212103e-21,3.4274991821783905e-10,7.10945507986728e-07,0.0,0.0,0.0373753492287358,0.00999964479891493,0.04999895429586332,9.34956089483032e-46,9.304100304430354e-38,0.0019992423731474635,1.5232598101567076e-49
1.7453727260819173e-10,0.05954180215024143,4.703286884862888e-08,6.5567865504266495e-15,1.0396346593120097e-06,3.7613134160036424e-56,5.8920171091124055e-08,1.0994520058782027e-45,2.4227746526265314e-35,1.2262188809398915e-26,0.938,7.062601373484236e-28,7.215333702681713e-07,9.3099903797906e-21,3.427263643842586e-10,7.127891833555294e-07,0.0,0.0,0.03737534118601146,0.009999642119455551,0.04999895425033295,1.0117121584309912e-45,9.777399399358615e-38,0.001999240177941233,1.5235017440074327e-49
1.7584410801837473e-10,0.05954180215024143,4.7384387641109103e-08,6.7037991274772496e-15,1.0396344332197543e-06,2.53253557411872e-56,5.936322730435434e-08,1.126194141278713e-45,2.423125616203682e-35,8.849830650774123e-27,0.938,7.369158243555742e-28,7.269380656253817e-07,9.64719543751925e-21,3.427028162324853e-10,7.146073672053614e-07,0.0,0.0,0.037375333168806736,0.00999963943999804,0.049998954204802236,1.0941499546005164e-45,1.0271146288588509e-37,0.0019992380082384438,1.5238746897246106e-49
1.7715094342855774e-10,0.05954180215024143,4.773589444988112e-08,6.852990548070881e-15,1.0396342078570748e-06,1.0047229866051249e-56,5.980627069563035e-08,1.1529393949494376e-45,2.4233163108778386e-35,4.9603363486312726e-27,0.938,7.6866958164543045e-28,7.323427568270887e-07,9.99408314551075e-21,3.426792737591038e-10,7.164004119758727e-07,0.0,0.0,0.03737532517676933,0.009999636760542396,0.04999895415927123,1.1826449140767763e-45,1.0786076048768388e-37,0.0019992358636867153,1.5237175306021277e-49
1.7845777883874074e-10,0.05954180215024143,4.808738921528274e-08,7.0043767632775855e-15,1.039633983213898e-06,4.168788727310623e-56,6.024930120558128e-08,1.1796879315407479e-45,2.423640120622752e-35,1.37945641440947e-26,0.938,8.015509841027462e-28,7.377474438805942e-07,1.0350860076211919e-20,3.42655736959341e-10,7.181686652339624e-07,0.0,0.0,0.03737531720955178,0.009999634081088614,0.04999895411373992,1.2775943446471414e-45,1.1322944665785761e-37,0.0019992337439385405,1.5239673610849627e-49
1.7976461424892374e-10,0.05954180215024143,4.8438871877593906e-08,7.157973722182466e-15,1.0396337592802905e-06,3.1690485178952203e-56,6.069231877477798e-08,1.2064398596206269e-45,2.424075488926537e-35,1.0756739277703784e-26,0.938,8.355947436022658e-28,7.431521267931016e-07,1.0717735709538676e-20,3.426322058272875e-10,7.199124697411491e-07,0.0,0.0,0.03737530926681142,0.00999963140163669,0.049998954068208326,1.3794185315674863e-45,1.1882529472609384e-37,0.001999231648651218,1.524549316553075e-49
1.8107144965910674e-10,0.05954180215024143,4.879034237703773e-08,7.313797371804108e-15,1.0396335360464566e-06,-1.4421477173596044e-57,6.113532334373376e-08,1.2331952016582513e-45,2.424265337661968e-35,3.840451815175686e-27,0.938,8.708323515925393e-28,7.485568055717169e-07,1.1094922453005334e-20,3.4260868035608784e-10,7.216321635200089e-07,0.0,0.0,0.037375301348210405,0.00999962872218662,0.04999895402267644,1.4885618908486577e-45,1.2465629598015142e-37,0.001999229577486784,1.5242854266303465e-49
1.8237828506928975e-10,0.05954180215024143,4.9141800653781375e-08,7.471863657101374e-15,1.0396333135027357e-06,4.486106420209332e-56,6.157831485290527e-08,1.2599541167777542e-45,2.4245999520533496e-35,1.524248551573232e-26,0.938,9.072943067541295e-28,7.539614802234493e-07,1.1482635661847448e-20,3.4258516053810875e-10,7.23328079919695e-07,0.0,0.0,0.03737529345341546,0.009999626042738404,0.04999895397714428,1.6054941717500302e-45,1.307306645145771e-37,0.0019992275301119497,1.5244878937565647e-49
1.8368512047947275e-10,0.05954180215024143,4.9493246647937076e-08,7.632188521030443e-15,1.0396330916396008e-06,4.442264137350174e-56,6.202129324269315e-08,1.2867168491170002e-45,2.425149218375156e-35,1.344193256637634e-26,0.938,9.450181641476598e-28,7.59366150755214e-07,1.188109365914572e-20,3.425616463650828e-10,7.250005476805509e-07,0.0,0.0,0.037375285582098024,0.009999623363292034,0.04999895393161187,1.7307117102150697e-45,1.3705684169380058e-37,0.0019992255061980343,1.5253896922509753e-49
1.8499195588965575e-10,0.05954180215024143,4.9844680299563027e-08,7.794787904444646e-15,1.0396328704476567e-06,-1.8026721177451285e-56,6.24642584534431e-08,1.3134834848068485e-45,2.425340939610354e-35,2.2366519647979916e-27,0.938,9.84037952006065e-28,7.647708171738309e-07,1.229051775594429e-20,3.4253813782823567e-10,7.266498909978326e-07,0.0,0.0,0.037375277733933954,0.009999620683847512,0.049998953886079195,1.864738735032346e-45,1.4364350052393963e-37,0.0019992235054209022,1.525003552145642e-49
1.8629879129983875e-10,0.05954180215024143,5.019610154866428e-08,7.95967774608707e-15,1.0396326499176386e-06,4.46657446978203e-56,6.290721042544656e-08,1.3402541706866224e-45,2.425661724713131e-35,1.639295126262563e-26,0.938,1.0243847503103487e-27,7.701754794860287e-07,1.2711132271360415e-20,3.4251463491839425e-10,7.282764295845452e-07,0.0,0.0,0.037375269908603695,0.00999961800440483,0.049998953840546284,2.0081287285541745e-45,1.5049955069330942e-37,0.0019992215274609016,1.525055347621186e-49
1.8760562671002176e-10,0.05954180215024143,5.054751033519375e-08,8.126873982684134e-15,1.0396324300404088e-06,6.74219363193632e-56,6.335014909894155e-08,1.3670291585010878e-45,2.4263591360087086e-35,1.7190729950502242e-26,0.938,1.0660990753347793e-27,7.755801376984438e-07,1.314316455269705e-20,3.424911376260824e-10,7.298804787334155e-07,0.0,0.0,0.03737526210579209,0.009999615324963988,0.04999895379501313,2.1614658438562846e-45,1.576341433356805e-37,0.0019992195720027993,1.5264270722951653e-49
1.8891246212020476e-10,0.05954180215024143,5.089890659905301e-08,8.296392548826918e-15,1.039632210806957e-06,-4.0321569632495623e-56,6.379307441411357e-08,1.3938085148571077e-45,2.426561296331276e-35,1.370154839157579e-28,0.938,1.109218059570449e-27,7.809847918176223e-07,1.3586844995550562e-20,3.4246764594160204e-10,7.314623493780047e-07,0.0,0.0,0.037375254325188303,0.009999612645524977,0.04999895374947975,2.3253663802737532e-45,1.65056675537766e-37,0.001999217638735721,1.5259269007133656e-49
1.9021929753038776e-10,0.05954180215024143,5.12502902800932e-08,8.4682493769372e-15,1.039631992208397e-06,3.6541707037108844e-56,6.42359863110964e-08,1.4205923829972924e-45,2.4268278926313665e-35,1.6916980597805063e-26,0.938,1.1537729305198158e-27,7.863894418500216e-07,1.4042407063906462e-20,3.4244415985510435e-10,7.330223481529777e-07,0.0,0.0,0.037375246566485824,0.0099996099660878,0.04999895370394616,2.500480319299701e-45,1.7277679565534535e-37,0.0019992157273530935,1.5256481184876681e-49
1.9152613294057076e-10,0.05954180215024143,5.1601661318115964e-08,8.642460397409676e-15,1.0396317742359654e-06,1.0609056699564537e-55,6.467888472997288e-08,1.447381090737397e-45,2.427715499796292e-35,2.2348015103138873e-26,0.938,1.1998071665642316e-27,7.917940878020113e-07,1.4510087310240298e-20,3.424206793566513e-10,7.345607774535387e-07,0.0,0.0,0.0373752388293824,0.00999960728665245,0.04999895365841235,2.6874929228878304e-45,1.808044083222546e-37,0.001999213837552581,1.5276881090575463e-49
1.9283296835075377e-10,0.05954180215024143,5.1953019652874174e-08,8.819041538477937e-15,1.0396315568810209e-06,-6.767834539789619e-56,6.512176961077589e-08,1.4741747158634335e-45,2.42795136569527e-35,-2.3869812696590124e-27,0.938,1.247361803394792e-27,7.971987296798732e-07,1.499012539561542e-20,3.423972044362677e-10,7.360779354940444e-07,0.0,0.0,0.03737523111357992,0.00999960460721893,0.049998953612878344,2.887126396255488e-45,1.891496789498178e-37,0.0019992119690360292,1.5271390350342112e-49
1.9413980376093677e-10,0.05954180215024143,5.230436522407293e-08,8.998008726136165e-15,1.0396313401350403e-06,1.2678974387414333e-56,6.556464089348893e-08,1.5009733674400262e-45,2.4281016761530697e-35,1.6331256621566732e-26,0.938,1.296467703392225e-27,8.026033674898048e-07,1.5482764109764047e-20,3.4237373508398636e-10,7.375741163658079e-07,0.0,0.0,0.037375223418784416,0.00999960192778723,0.04999895356734414,3.1001416173374644e-45,1.9782303930189898e-37,0.0019992101215094067,1.5262355630334344e-49
1.9544663917111977e-10,0.05954180215024143,5.265569797137031e-08,9.17937788434348e-15,1.0396311239896198e-06,1.6742220161333354e-55,6.600749851804719e-08,1.527777439347607e-45,2.429225644379921e-35,2.9308300261953534e-26,0.938,1.347171107741556e-27,8.080080012379185e-07,1.5988249391175675e-20,3.4235027128988774e-10,7.390496100941028e-07,0.0,0.0,0.037375215744705995,0.009999599248357352,0.04999895352180977,3.327339935098826e-45,2.068351928633674e-37,0.0019992082946827497,1.5291874249300598e-49
1.9675347458130277e-10,0.05954180215024143,5.300701783437819e-08,9.36316493488315e-15,1.0396309084364708e-06,-9.675425914514268e-56,6.645034242433825e-08,1.5545870257817934e-45,2.429541996651891e-35,-5.123882248047864e-27,0.938,1.3995180520560708e-27,8.134126309302437e-07,1.6506830347186035e-20,3.4232681304413203e-10,7.405047026943801e-07,0.0,0.0,0.037375208091058765,0.009999596568929289,0.04999895347627521,3.5695650389750026e-45,2.1619711932078977e-37,0.001999206488270103,1.5287614534969483e-49
