Time (s),Volume (m^3),NH2_X(8),NH_X(9),H2O_X(10),N2O_X(11),H_X(12),NO2(13),NO2_X(14),He,NOX,OX,NX,OHX,NH3X,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7)
1.3921220418102366e-05,0.05954180215024143,4.738337626897172e-08,4.720893510077726e-07,6.267786400274332e-07,1.1480063642878199e-18,3.1137154483491555e-06,1.8446658037906213e-17,4.5257379720231264e-11,0.938,1.7334994818287444e-05,0.01466896977045144,0.0004958643783578698,2.071303124976496e-08,3.694147505627792e-07,0.0,0.0,0.022191102155514515,0.0022718891448305608,0.050769269005235734,3.8917850048435335e-07,3.4601220069134386e-10,0.0014851329678046948,1.1635372775818175e-11
1.3938090022657863e-05,0.05954180215024143,4.7252062246820575e-08,4.725436578193383e-07,6.266674401702725e-07,1.1570620140985144e-18,3.1126413402340734e-06,1.8522875790798696e-17,4.5420785784739647e-11,0.938,1.7389209636387397e-05,0.014672456371372473,0.0004971337925388922,2.0715308695043664e-08,3.6900048684269513e-07,0.0,0.0,0.02218629319973242,0.0022691211690709827,0.05077126424775568,3.9209852920053964e-07,3.477735522964828e-10,0.001483803587905658,1.1729700455731778e-11
1.395495962721336e-05,0.05954180215024143,4.7121271603692305e-08,4.7299657274095416e-07,6.265564795855356e-07,1.1661670080551114e-18,3.1115641066921403e-06,1.859919564230692e-17,4.5584324174695855e-11,0.938,1.744344041745217e-05,0.014675934257981721,0.0004984028678151725,2.071753952652288e-08,3.685866065268691e-07,0.0,0.0,0.022181493284621615,0.0022663577620576896,0.05077325905093382,3.9503350645208406e-07,3.4953950229473443e-10,0.00148247450153063,1.1824564601648607e-11
1.3970142271313306e-05,0.05954180215024143,4.700400525979255e-08,4.734030081404804e-07,6.264568190111013e-07,1.1744037962810982e-18,3.110591945299371e-06,1.866797040975246e-17,4.5731621057679994e-11,0.938,1.7492261533333762e-05,0.014679056929790765,0.0004995447418487694,2.0719507596850515e-08,3.6821444231417167e-07,0.0,0.0,0.022177181070364847,0.002263874592945487,0.050775053991952084,3.9768779518683536e-07,3.5113278482304203e-10,0.0014812785788865844,1.1910402273631016e-11
1.3985324915413253e-05,0.05954180215024143,4.688715866787473e-08,4.738083198972052e-07,6.26357351084772e-07,1.1826807475143043e-18,3.109617291363927e-06,1.8736827145268336e-17,4.5879023624864396e-11,0.938,1.7541095141708145e-05,0.014682172588721839,0.0005006863340327019,2.0721438238550645e-08,3.678425891417134e-07,0.0,0.0,0.02217287614107329,0.0022613951076401314,0.05077684856558256,4.003542447027032e-07,3.5272978439770607e-10,0.0014800829016663021,1.1996676831688155e-11
1.40005075595132e-05,0.05954180215024143,4.6770729863159586e-08,4.7421250980221035e-07,6.262580752581311e-07,1.190997953472034e-18,3.1086401632197723e-06,1.8805765502798813e-17,4.6026531168654336e-11,0.938,1.7589941036539475e-05,0.014685281256304755,0.0005018276409217732,2.0723331606360492e-08,3.6747104723287417e-07,0.0,0.0,0.02216857847885038,0.0022589192981851557,0.05077864276641477,4.030328797629875e-07,3.543304973590381e-10,0.0014788874734714417,1.2083389385827744e-11
1.4015690203613147e-05,0.05954180215024143,4.6654716891988664e-08,4.746155796467471e-07,6.261589909845182e-07,1.1993555056895933e-18,3.1076605790947713e-06,1.8874785136671135e-17,4.617414298316256e-11,0.938,1.7638799012560216e-05,0.014688382953990239,0.0005029686590899349,2.0725187854417624e-08,3.6709981680663913e-07,0.0,0.0,0.0221642880658588,0.0022564471566483744,0.050780436589068056,4.0572372507348177e-07,3.559349200251471e-10,0.0014776922978838533,1.2170541044452042e-11
1.4030872847713094e-05,0.05954180215024143,4.65391178117482e-08,4.7501753121864733e-07,6.260600977221147e-07,1.2077534955471912e-18,3.1066785571134307e-06,1.8943885701599484e-17,4.63218583641907e-11,0.938,1.7687668865268814e-05,0.014691477703150246,0.0005041093851302137,2.072700713624159e-08,3.6672889808008916e-07,0.0,0.0,0.02216000488432029,0.0022539786751217847,0.05078223002819136,4.084268052823481e-07,3.5754304869207094e-10,0.0014764973784656547,1.2258132914348887e-11
1.4044537227403046e-05,0.05954180215024143,4.643543091960116e-08,4.7537833298664187e-07,6.25971256651594e-07,1.2153463359488163e-18,3.1057926678594023e-06,1.9006145121024076e-17,4.6454890175840895e-11,0.938,1.7731661718870355e-05,0.014694257054005656,0.0005051357859965684,2.0728613010222175e-08,3.663953379054754e-07,0.0,0.0,0.022156156189181635,0.002251760164540014,0.050783843791085324,4.1087005863360433e-07,3.5899353004399135e-10,0.0014754221729423624,1.2337342891346274e-11
1.4058201607092997e-05,0.05954180215024143,4.633207631381181e-08,4.7573823170283876e-07,6.258825694661422e-07,1.222972071016432e-18,3.1049048316052952e-06,1.906846956407893e-17,4.658800479639876e-11,0.938,1.7775663879557334e-05,0.014697030809272982,0.0005061619450380953,2.0730189176612204e-08,3.6606203053260287e-07,0.0,0.0,0.022152313324289515,0.002249544606449465,0.050785457235150155,4.1332326005784776e-07,3.6044700750757707e-10,0.0014743471803548333,1.2416911139213678e-11
1.4071865986782949e-05,0.05954180215024143,4.62290526009106e-08,4.7609722866748063e-07,6.257940357748358e-07,1.2306307669833348e-18,3.104015061349348e-06,1.9130858779870343e-17,4.672120171605334e-11,0.938,1.7819675199834567e-05,0.01469979898436997,0.0005071878598104237,2.0731735746123012e-08,3.6572897611245863e-07,0.0,0.0,0.022148476276805277,0.002247331995135062,0.05078707035654603,4.157864274033697e-07,3.6190347833730204e-10,0.0014732724032591829,1.2496838461410155e-11
1.40855303664729e-05,0.05954180215024143,4.612635839455194e-08,4.764553251790727e-07,6.257056551852945e-07,1.2383224899284622e-18,3.103123370023445e-06,1.9193312517768413e-17,4.6854480426121155e-11,0.938,1.786369553270629e-05,0.014702561594663453,0.0005082135278814996,2.073325282915581e-08,3.653961747938727e-07,0.0,0.0,0.02214464503392841,0.002245122324897363,0.05078868315145226,4.182595784803505e-07,3.633629397734838e-10,0.0014721978441987796,1.2577125660313705e-11
1.4099194746162852e-05,0.05954180215024143,4.6023992315392274e-08,4.7681252253645374e-07,6.256174273080631e-07,1.2460473058314665e-18,3.1022297704916195e-06,1.9255830527409182e-17,4.6987840419038316e-11,0.938,1.7907724731674683e-05,0.014705318655469554,0.0005092389468315405,2.073474053567115e-08,3.650636267225974e-07,0.0,0.0,0.022140819582896442,0.0022429155900524933,0.050790295616067294,4.207427310607911e-07,3.6482538904236004e-10,0.0014711235057042972,1.265777353721616e-11
1.4111492687883808e-05,0.05954180215024143,4.593214225850701e-08,4.771332324532302e-07,6.255381524674615e-07,1.2530279890631261e-18,3.1014239099757357e-06,1.9312151481716194e-17,4.7107933490895235e-11,0.938,1.7947358470578765e-05,0.01470779527800139,0.0005101616088979953,2.0736054445191364e-08,3.647645501042037e-07,0.0,0.0,0.022137381618477354,0.002240932033767763,0.0507917465486951,4.2298613432638494e-07,3.661441456775017e-10,0.0014701567917245319,1.2730665667505887e-11
1.4123790629604765e-05,0.05954180215024143,4.58405558773655e-08,4.774532160499549e-07,6.254590007269795e-07,1.2600355788518287e-18,3.1006165234648186e-06,1.936852411142111e-17,4.722809162319926e-11,0.938,1.7986999166662883e-05,0.014710267428907957,0.0005110840654794635,2.0737344728181922e-08,3.644656788371968e-07,0.0,0.0,0.022133948325895096,0.002238950846438135,0.05079319720797849,4.2523766607598904e-07,3.6746531815728366e-10,0.0014691902602698302,1.2803851177738581e-11
1.413608857132572e-05,0.05954180215024143,4.5749232180897064e-08,4.777724742715242e-07,6.25379971804329e-07,1.267070123032457e-18,3.099807620199455e-06,1.942494823456989e-17,4.734831444826975e-11,0.938,1.8026646714161017e-05,0.014712735119250062,0.0005120063148372362,2.0738611464026142e-08,3.641670130226517e-07,0.0,0.0,0.022130519695924243,0.0022369720239521955,0.050794647591185446,4.274973391858021e-07,3.6878890443068204e-10,0.0014682239131588609,1.2877330649779365e-11
1.4148386513046677e-05,0.05954180215024143,4.5658170182513265e-08,4.780910080608283e-07,6.253010654205828e-07,1.2741316693825933e-18,3.098997209377919e-06,1.948142366938858e-17,4.746860159916344e-11,0.938,1.806630100763166e-05,0.014715198360055698,0.0005129283552405439,2.0739854731855878e-08,3.638685527618112e-07,0.0,0.0,0.022127095719363946,0.0022349955622086126,0.05079609769559628,4.2976516650680793e-07,3.7011490243762515e-10,0.0014672577522020773,1.2951104664768262e-11
1.4159454660595539e-05,0.05954180215024143,4.557643732408981e-08,4.783770698603502e-07,6.252301542140093e-07,1.280510187349774e-18,3.098266558245973e-06,1.953229528211301e-17,4.7576914730863936e-11,0.938,1.8101995552675354e-05,0.014717411481515355,0.0005137580115233459,2.074095367300923e-08,3.6360011435827185e-07,0.0,0.0,0.02212401811154099,0.002233218761692444,0.05079740254895745,4.3181319354727173e-07,3.7131036096614875e-10,0.0014663883679925434,1.3017753592204567e-11
1.41705228081444e-05,0.05954180215024143,4.549491493277419e-08,4.786625463199404e-07,6.251593418332433e-07,1.2869106503887684e-18,3.0975347000547404e-06,1.9583208177942835e-17,4.768527940339697e-11,0.938,1.8137695400400542e-05,0.014719621015750034,0.0005145874959069084,2.0742033726358538e-08,3.633318426051082e-07,0.0,0.0,0.022120944258874866,0.0022314438670878976,0.050798707172335436,4.3386784522041213e-07,3.725077698084438e-10,0.0014655191373360438,1.3084641992186335e-11
1.4181590955693262e-05,0.05954180215024143,4.541360229864944e-08,4.789474381257426e-07,6.250886280754852e-07,1.2933330931470913e-18,3.0968016414212253e-06,1.9634162224743717e-17,4.77936953507974e-11,0.938,1.8173400474612165e-05,0.014721826970731365,0.0005154168071458831,2.0743094949107812e-08,3.630637375730853e-07,0.0,0.0,0.022117874154708953,0.0022296708754259128,0.05080001156377307,4.3592913084205825e-07,3.7370712744409543e-10,0.0014646500615354446,1.3151770286846707e-11
1.4192659103242124e-05,0.05954180215024143,4.533249871471666e-08,4.792317459632677e-07,6.250180127384197e-07,1.2997775502190349e-18,3.0960673889347595e-06,1.968515729050257e-17,4.7902162307585636e-11,0.938,1.8209110699326646e-05,0.014724029354409725,0.0005162459440000624,2.0744137398294418e-08,3.627957993319141e-07,0.0,0.0,0.0221148077924026,0.002227899783743958,0.05080131572132118,4.379970597114024e-07,3.749084323468626e-10,0.0014637811418882903,1.3219138897835935e-11
1.4203727250790985e-05,0.05954180215024143,4.525160347685818e-08,4.795154705177238e-07,6.249474956202727e-07,1.3062440561452318e-18,3.0953319491569844e-06,1.973619324332821e-17,4.8010680008767387e-11,0.938,1.8244825998771497e-05,0.014726228174714275,0.0005170749052343639,2.074516113079777e-08,3.625280279503274e-07,0.0,0.0,0.022111745165331015,0.0022261305890860176,0.050802619643038574,4.400716411109786e-07,3.761116829847046e-10,0.0014629123796868228,1.3286748246319725e-11
1.4214795398339847e-05,0.05954180215024143,4.5170915883835745e-08,4.797986124738736e-07,6.248770765198039e-07,1.3127326454125492e-18,3.094595328622155e-06,1.9787269951452093e-17,4.811924818983492e-11,0.938,1.8280546297384992e-05,0.014728423439553034,0.0005179036896188136,2.074616620333958e-08,3.622604234962017e-07,0.0,0.0,0.022108686266885277,0.0022243632885025704,0.050803923326991934,4.4215288430664176e-07,3.7731687781980704e-10,0.0014620437762179952,1.3354598752977564e-11
1.4225863545888708e-05,0.05954180215024143,4.5090435237274123e-08,4.800811725158862e-07,6.248067552363108e-07,1.3192433524539799e-18,3.0938575338372533e-06,1.983838728322898e-17,4.822786658676723e-11,0.938,1.831627151981588e-05,0.014730615156812938,0.0005187322959285314,2.07471526724831e-08,3.6199298603650956e-07,0.0,0.0,0.022105631090472262,0.0022225978790505673,0.05080522677125596,4.44240798547546e-07,3.785240153086076e-10,0.0014611753327634887,1.3422690838001081e-11
1.423693169343757e-05,0.05954180215024143,4.501016084164901e-08,4.803631513274452e-07,6.247365315696239e-07,1.3257762116485335e-18,3.093118571281915e-06,1.9889545107137686e-17,4.8336534936029536e-11,0.938,1.835200159092298e-05,0.014732803334359907,0.000519560722943715,2.0748120594633388e-08,3.617257156373328e-07,0.0,0.0,0.02210257962951462,0.0022208343577934217,0.05080652997391316,4.463353930661248e-07,3.797330939018222e-10,0.0014603070505997294,1.3491024921092402e-11
1.4247999840986432e-05,0.05954180215024143,4.493009200427215e-08,4.806445495917906e-07,6.246664053201048e-07,1.3323312573211268e-18,3.092378447408604e-06,1.9940743291781754e-17,4.844525297457358e-11,0.938,1.8387736435774862e-05,0.014734987980038899,0.0005203889694496238,2.074907002603842e-08,3.6145861236386836e-07,0.0,0.0,0.02209953187745069,0.002219072721800981,0.05080783293305399,4.484366770780696e-07,3.8094411204447127e-10,0.0014594389309979016,1.3559601421462517e-11
1.4270136136084155e-05,0.05954180215024143,4.4770568247614093e-08,4.812056072092356e-07,6.24526444276667e-07,1.3455080451290249e-18,3.0908947413831535e-06,2.0043260218317964e-17,4.866283706974874e-11,0.938,1.845922014803398e-05,0.014739346707068349,0.0005220449160998719,2.075091364082022e-08,3.6092490745045804e-07,0.0,0.0,0.022093447473835657,0.002215555093921694,0.050810438113187376,4.5265935036099406e-07,3.833719607298283e-10,0.0014577031845386843,1.3697483348417771e-11
1.4292272431181878e-05,0.05954180215024143,4.461185848202048e-08,4.817643508241161e-07,6.243868705194687e-07,1.3587739893912029e-18,3.0894064668426622e-06,2.0145937014186636e-17,4.888061677764811e-11,0.938,1.85307220613238e-05,0.014743691400244119,0.0005237001262620003,2.075268396367992e-08,3.6039187180027887e-07,0.0,0.0,0.022087377827446464,0.002212044972099567,0.050813042296535986,4.5690889178625514e-07,3.8580754881190413e-10,0.0014559681034511354,1.3836339962670862e-11
1.4314408726279602e-05,0.05954180215024143,4.445395726675169e-08,4.823207858842838e-07,6.242476824703875e-07,1.3721293627490448e-18,3.087913674441602e-06,2.024877263277587e-17,4.909859001142599e-11,0.938,1.860224158370887e-05,0.014748022121577609,0.00052535459039873,2.0754381438972354e-08,3.59859505903397e-07,0.0,0.0,0.02208132288635091,0.0022085423331233,0.05081564546810413,4.6118537447464795e-07,3.8825086364844024e-10,0.0014542336977177387,1.3976174600065037e-11
1.4336545021377325e-05,0.05954180215024143,4.429685920518935e-08,4.828749178296767e-07,6.24108878559655e-07,1.3855744369685225e-18,3.0864164144105296e-06,2.0351766029534026e-17,4.931675469203942e-11,0.938,1.8673778126576582e-05,0.014752338932750733,0.0005270082990522811,2.0756006508567997e-08,3.5932781023606594e-07,0.0,0.0,0.022075282598863856,0.002205047153882847,0.05081824761301972,4.654888712772124e-07,3.9070189250851346e-10,0.0014524999772386725,1.4116990588432369e-11
1.4358681316475048e-05,0.05954180215024143,4.4140558944423084e-08,4.834267520922107e-07,6.239704572258078e-07,1.3991094829369938e-18,3.084914736559887e-06,2.0454916161990367e-17,4.953510874825227e-11,0.938,1.874533110462599e-05,0.014756641895117863,0.0005286612428438813,2.075755961186537e-08,3.587967852608448e-07,0.0,0.0,0.02206925691354578,0.0022015594113688353,0.05082084871653356,4.6981945477463237e-07,3.9316062257335313e-10,0.0014507669518323157,1.425879124754399e-11
1.4380817611572771e-05,0.05954180215024143,4.3985051174841205e-08,4.83976294095719e-07,6.238324169156349e-07,1.4127347706600497e-18,3.0834086902833266e-06,2.0558221989775454e-17,4.975365011663922e-11,0.938,1.8816899935856586e-05,0.014760931069707727,0.0005303134124732731,2.075904118580166e-08,3.5826643142671706e-07,0.0,0.0,0.022063245779201365,0.002198079082671998,0.05082344876401858,4.7417719727664993e-07,3.956270409371534e-10,0.0014490346312357523,1.4401579889060944e-11
1.4402953906670495e-05,0.05954180215024143,4.3830330629727765e-08,4.845235492559503e-07,6.236947560841294e-07,1.4264505692584224e-18,3.0818983245608814e-06,2.066168247464104e-17,4.997237674158891e-11,0.938,1.888848404155698e-05,0.014765206517225338,0.0005319647987182244,2.0760451664863348e-08,3.5773674916920863e-07,0.0,0.0,0.02205724914487809,0.002194606144982593,0.05082604774096911,4.785621708214926e-07,3.981011346078837e-10,0.0014473030251052734,1.4545359816485613e-11
