Time (s),Volume (m^3),NH2_X(8),NH_X(9),H2O_X(10),N2O_X(11),H_X(12),NO2(13),NO2_X(14),He,NOX,OX,NX,OHX,NH3X,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7)
6.894759187217102e-11,0.05954180215024143,1.8596545348514765e-08,4.2027650074024404e-16,1.0396565861300685e-06,4.901361998465994e-62,2.3085317910812556e-08,4.1000769700604855e-52,5.264125070980876e-41,0.938,3.695347774247323e-30,2.8483048980339234e-07,1.2249102181320419e-22,3.443368539853072e-10,4.3926496039148266e-07,0.0,0.0,0.037376115660760406,0.009999858620863828,0.0499989579268596,7.256207080239038e-50,2.0468636183521474e-40,0.0019995421384938435,1.793850214321148e-60
6.945190285485337e-11,0.05954180215024143,1.8732498770788526e-08,4.293730429978244e-16,1.0396564580200567e-06,8.906522165236484e-65,2.325660687837892e-08,4.329709387980138e-52,5.5187909974911e-41,0.938,3.846424007659121e-30,2.8691630362856003e-07,1.2661045198881328e-22,3.443432575091716e-10,4.414352455542196e-07,0.0,0.0,0.03737611109754072,0.009999857586789196,0.04999895790931676,7.805511039865199e-50,2.145644414980885e-40,0.0019995398322552494,1.996415550485564e-60
6.99057827392675e-11,0.05954180215024143,1.8854855901111398e-08,4.376712489283985e-16,1.0396563428243337e-06,-2.6523010728929608e-62,2.3410766560872827e-08,4.5458291961696994e-52,5.756854532694742e-41,0.938,3.9867201983535276e-30,2.88793536073687e-07,1.3041136749683205e-22,3.4434834868685486e-10,4.433785575853334e-07,0.0,0.0,0.03737610700058954,0.009999856656122335,0.04999895789352813,8.331827934307185e-50,2.2379838894266584e-40,0.00199953776658608,2.171215194739677e-60
7.035966262368162e-11,0.05954180215024143,1.8977212129597325e-08,4.460756125198107e-16,1.0396562277455219e-06,4.5395929317386824e-61,2.35649258436205e-08,4.771241193974819e-52,6.003577117529574e-41,0.938,4.131217179128419e-30,2.906707684923396e-07,1.3430241440790132e-22,3.4435283305098114e-10,4.4531249552788677e-07,0.0,0.0,0.03737610291301425,0.009999855725455765,0.04999895787773944,8.890118972419461e-50,2.333680696789862e-40,0.0019995357102919006,1.8489043995349458e-60
7.081354250809574e-11,0.05954180215024143,1.909956745421678e-08,4.545868074038548e-16,1.0396561127997334e-06,-6.850448088943e-63,2.3719084697217048e-08,5.00628228455869e-52,6.259216923473906e-41,0.938,4.280014077356053e-30,2.925480008580534e-07,1.382851737952226e-22,3.443567380175505e-10,4.4723710459950727e-07,0.0,0.0,0.03737609883476968,0.009999854794789481,0.04999895786195068,9.482116542912732e-50,2.432835051526091e-40,0.0019995336633274953,2.4784750723139718e-60
7.126742239250987e-11,0.05954180215024143,1.9221921872934844e-08,4.632055071956257e-16,1.0396559980011266e-06,-3.636284191656806e-61,2.3873243093487506e-08,5.2512993848654784e-52,6.524038184481348e-41,0.938,4.433211749914166e-30,2.944252331455947e-07,1.4236124494198065e-22,3.4436008976651827e-10,4.491524297997093e-07,0.0,0.0,0.037376094765810816,0.00999985386412349,0.04999895784616182,1.0109635706939744e-49,2.535549525753711e-40,0.0019995316256478674,3.0152416612927e-60
7.172130227692399e-11,0.05954180215024143,1.9344275383711328e-08,4.719323854934686e-16,1.039655883362126e-06,3.783580686567861e-61,2.4027401005431234e-08,5.506649659978915e-52,6.798311302217936e-41,0.938,4.590912803004916e-30,2.9630246533090567e-07,1.4653224544430608e-22,3.4436291329754034e-10,4.510585159109456e-07,0.0,0.0,0.0373760907060929,0.009999852933457787,0.04999895783037286,1.0774577615856507e-49,2.6419290902580008e-40,0.0019995295972082376,2.465144028081424e-60
7.217518216133812e-11,0.05954180215024143,1.946662798450085e-08,4.807681158789283e-16,1.0396557688936185e-06,3.280072644812238e-62,2.4181558407168833e-08,5.772700761599972e-52,7.082312952514393e-41,0.938,4.753221612084927e-30,2.9817969739105087e-07,1.5079981131423335e-22,3.443652324831735e-10,4.529554074996545e-07,0.0,0.0,0.03737608665557139,0.009999852002792374,0.04999895781458377,1.1478933050688617e-49,2.75208115597097e-40,0.001999527577964039,3.015198844944735e-60
7.262906204575224e-11,0.05954180215024143,1.9588979673252972e-08,4.897133719166974e-16,1.0396556546051276e-06,-5.2097711321955874e-61,2.4335715273891418e-08,6.049831070596798e-52,7.376326193012397e-41,0.938,4.9202443419038725e-30,3.000569293041659e-07,1.5516559708265546e-22,3.4436707011969686e-10,4.5484314891730174e-07,0.0,0.0,0.03737608261420195,0.009999851072127246,0.049998957798794555,1.2224786084399228e-49,2.8661156159187435e-40,0.0019995255678709237,3.7868288286304417e-60
7.308294193016636e-11,0.05954180215024143,1.971133044791221e-08,4.987688271545664e-16,1.039655540504968e-06,4.686765496750011e-61,2.448987158181225e-08,6.3384299437588906e-52,7.680640572037271e-41,0.938,5.092088966653987e-30,3.0193416104941e-07,1.5963127590227495e-22,3.443684479755974e-10,4.567217843014175e-07,0.0,0.0,0.03737607858194045,0.009999850141462407,0.04999895778300522,1.3014317872689996e-49,2.9841448876492136e-40,0.0019995235668847557,3.0291674027151523e-60
7.353682181458049e-11,0.05954180215024143,1.9833680306418197e-08,5.079351551233727e-16,1.039655426600381e-06,1.8093546142159868e-61,2.464402730812057e-08,6.63889796474716e-52,7.995552238686703e-41,0.938,5.2688652902288795e-30,3.038113926069187e-07,1.64198539650551e-22,3.443693868378692e-10,4.585913575766282e-07,0.0,0.0,0.03737607455874299,0.009999849210797856,0.04999895776721572,1.3849810575553207e-49,3.106283956136015e-40,0.0019995215749616124,3.5638673140708187e-60
7.399070169899461e-11,0.05954180215024143,1.995602924670572e-08,5.172130293369487e-16,1.0396553128976572e-06,-7.485155196452303e-61,2.4798182430937425e-08,6.951647199287049e-52,8.321364054141773e-41,0.938,5.450684966591579e-30,3.056886239577605e-07,1.6886909903264253e-22,3.4436990655623084e-10,4.604519124556835e-07,0.0,0.0,0.03737607054456587,0.009999848280133594,0.049998957751426085,1.4733651413306763e-49,3.232650417161319e-40,0.001999519592057784,4.756113353855511e-60
7.444458158340873e-11,0.05954180215024143,2.007837726670485e-08,5.266031232920721e-16,1.0396551994022426e-06,5.1556168142752536e-61,2.495233692927361e-08,7.277101454641044e-52,8.658385704203441e-41,0.938,5.637661520251493e-30,3.075658550838943e-07,1.73644683684348e-22,3.443700260853638e-10,4.623034924404779e-07,0.0,0.0,0.0373760665393656,0.009999847349469614,0.049998957735636285,1.5668336860665073e-49,3.36336452117878e-40,0.00199951761812977,3.7715822108626204e-60
7.489846146782286e-11,0.05954180215024143,2.0200724364340953e-08,5.361061104684143e-16,1.0396550861188352e-06,4.082836510851862e-61,2.510649078298938e-08,7.615696543419328e-52,9.006933813064542e-41,0.938,5.829910366850587e-30,3.094430859681287e-07,1.7852704227504123e-22,3.443697635252486e-10,4.641461408230684e-07,0.0,0.0,0.037376062543098915,0.009999846418805922,0.04999895771984634,1.6656476983040483e-49,3.4985492176606083e-40,0.00199951565313428,4.176119024356539e-60
7.535234135223698e-11,0.05954180215024143,2.0323070537534833e-08,5.457226643284886e-16,1.03965497305147e-06,-1.0333060965249992e-60,2.5260643972756012e-08,7.967880551778976e-52,9.367332058324632e-41,0.938,6.0275488338588845e-30,3.113203165940844e-07,1.8351794261060314e-22,3.443691361596804e-10,4.6597990068668585e-07,0.0,0.0,0.037376058555722756,0.009999845488142516,0.04999895770405622,1.7700799919130193e-49,3.6383301999317232e-40,0.001999513697028234,5.933691332697318e-60
7.58062212366511e-11,0.05954180215024143,2.0445415784202778e-08,5.554534583176006e-16,1.0396548602035928e-06,5.1701323049646837e-61,2.5414796480019184e-08,8.33411411205979e-52,9.739911287254146e-41,0.938,6.230696181379245e-30,3.131975469461567e-07,1.8861917173634994e-22,3.4436816049304663e-10,4.6780481490674336e-07,0.0,0.0,0.03737605457719424,0.009999844557479393,0.04999895768826593,1.880415651386024e-49,3.782835950493582e-40,0.001999511749768758,4.719140977653452e-60
7.626010112106523e-11,0.05954180215024143,2.0567760102256625e-08,5.652991658637963e-16,1.0396547475781288e-06,7.562701395976951e-61,2.5568948286963872e-08,8.714870679901146e-52,1.0125009634313225e-40,0.938,6.439473623061305e-30,3.1507477700948067e-07,1.9383253603995767e-22,3.4436685228544797e-10,4.696209261518371e-07,0.0,0.0,0.03737605060747073,0.009999843626816557,0.04999895767247548,1.996952510575222e-49,3.932197786839832e-40,0.0019995098113131846,4.8365556627938494e-60
7.671398100547935e-11,0.05954180215024143,2.0690103489603855e-08,5.752604603778115e-16,1.0396546351775422e-06,-1.376899641140914e-60,2.5723099376480962e-08,9.110636815886792e-52,1.0522972639931076e-40,0.938,6.654004347124495e-30,3.1695200676989775e-07,1.991598613543823e-22,3.4436522658623975e-10,4.7142827688474553e-07,0.0,0.0,0.037376046646509786,0.009999842696154004,0.049998957656684856,2.1200016472931596e-49,4.086549907766204e-40,0.001999507881619054,7.348472110296193e-60
7.716786088989347e-11,0.05954180215024143,2.0812445944147648e-08,5.853380152530201e-16,1.0396545230038852e-06,4.292899984511231e-61,2.5877249732135255e-08,9.521912471766536e-52,1.0934153370552557e-40,0.938,6.874413537490175e-30,3.1882923621392356e-07,2.0460299306077655e-22,3.443632977660635e-10,4.7322690936342046e-07,0.0,0.0,0.03737604269426914,0.009999841765491733,0.04999895764089406,2.249887894213527e-49,4.2460294401772405e-40,0.001999505960644111,5.944335515192688e-60
7.76217407743076e-11,0.05954180215024143,2.093478746378696e-08,5.955325038653828e-16,1.039654411058849e-06,1.2631002102982317e-60,2.6031399338134988e-08,9.94921128130468e-52,1.1358912539958677e-40,0.938,7.100828395022842e-30,3.2070646532871735e-07,2.1016379619140258e-22,3.4436107954743505e-10,4.7501686564197684e-07,0.0,0.0,0.037376038750706775,0.009999840834829748,0.049998957625103084,2.3869503665187827e-49,4.410776486392643e-40,0.0019995040483463023,5.537177026040164e-60
7.807562065872172e-11,0.05954180215024143,2.1057128046416584e-08,6.058445995733975e-16,1.0396542993438036e-06,-1.7683260603118947e-60,2.6185548179302686e-08,1.0393060855804612e-51,1.179761863186756e-40,0.938,7.333378158880461e-30,3.225836941020531e-07,2.1584415553254057e-22,3.443585850339548e-10,4.767981875716743e-07,0.0,0.0,0.03737603481578085,0.009999839904168042,0.049998957609311924,2.5315430067488507e-49,4.580934171955792e-40,0.00199950214468378,9.021209960913371e-60
7.852950054313585e-11,0.05954180215024143,2.1179467689927206e-08,6.162749757180459e-16,1.0396541878598328e-06,1.940607153041735e-61,2.633969624104737e-08,1.0854003084358363e-51,1.2250648023822212e-40,0.938,7.572194127973891e-30,3.2446092252229115e-07,2.216459757273942e-22,3.443558267382017e-10,4.785709168018966e-07,0.0,0.0,0.03737603088944973,0.009999838973506621,0.04999895759352058,2.684035147313079e-49,4.756648693947027e-40,0.001999500249614895,7.538808076071951e-60
7.898338042754997e-11,0.05954180215024143,2.1301806392205473e-08,6.268243056227447e-16,1.039654076607771e-06,1.9737462958841402e-60,2.6493843509337973e-08,1.133259443887023e-51,1.2718385112371327e-40,0.938,7.817409682535316e-30,3.263381505783521e-07,2.2757118137899093e-22,3.443528166083704e-10,4.803350947811253e-07,0.0,0.0,0.03737602697167198,0.009999838042845483,0.04999895757772907,2.844812091137327e-49,4.938069369804162e-40,0.001999498363098203,6.267978200425103e-60
7.943726031196409e-11,0.05954180215024143,2.1424144151134064e-08,6.37493262593292e-16,1.0396539655882266e-06,-2.1796519748338572e-60,2.6647989970677994e-08,1.1829406283904053e-51,1.3201222439549522e-40,0.938,8.069160305795749e-30,3.282153782596909e-07,2.336217171530796e-22,3.443495660537098e-10,4.820907627579082e-07,0.0,0.0,0.03737602306240635,0.009999837112184627,0.049998957561937375,3.0142757109290317e-49,5.125348686652832e-40,0.0019994964850924566,1.0960668146904248e-59
7.989114019637822e-11,0.05954180215024143,2.1546480964591747e-08,6.48282519917818e-16,1.0396538548016136e-06,-2.7104786816405697e-61,2.6802135612081245e-08,1.2345025191404208e-51,1.3699560820663432e-40,0.938,8.327583605771536e-30,3.3009260555627336e-07,2.3979954788102334e-22,3.443460859688146e-10,4.838379617818241e-07,0.0,0.0,0.03737601916161183,0.009999836181524049,0.0499989575461455,3.1928450675538615e-49,5.318642351149241e-40,0.0019994946155566084,9.623433018238401e-60
8.034502008079234e-11,0.05954180215024143,2.1668816830453413e-08,6.591927508667321e-16,1.0396537442481693e-06,2.934949863204846e-60,2.6956280421048775e-08,1.2880053260340711e-51,1.421380947339021e-40,0.938,8.592819337159894e-30,3.319698324585518e-07,2.461066586626891e-22,3.4434238675682367e-10,4.855767327044429e-07,0.0,0.0,0.037376015269247574,0.009999835250863754,0.049998957530353445,3.3809570480278742e-49,5.5181093398379e-40,0.0019994927544498093,7.022601497227283e-60
8.079889996520646e-11,0.05954180215024143,2.1791151746590164e-08,6.702246286926734e-16,1.0396536339279786e-06,-2.5561535357346505e-60,2.711042438554674e-08,1.3435108441328774e-51,1.4744386148194692e-40,0.938,8.865009423343414e-30,3.3384705895744423e-07,2.5254505496933203e-22,3.443384783515719e-10,4.8730711618028e-07,0.0,0.0,0.03737601138527294,0.00999983432020374,0.04999895751456121,3.5790670236392314e-49,5.723911950026943e-40,0.001999490901731406,1.315447040034149e-59
8.125277984962059e-11,0.05954180215024143,2.191348571086935e-08,6.813788266304577e-16,1.0396535238409881e-06,-1.0771294273459984e-60,2.7264567493985327e-08,1.4010824866273502e-51,1.5291717260071737e-40,0.938,9.144297978503612e-30,3.3572428504431223e-07,2.591167627464776e-22,3.443343702387456e-10,4.890291526677475e-07,0.0,0.0,0.03737600750964748,0.009999833389544003,0.049998957498768794,3.787649528724057e-49,5.936215851183564e-40,0.0019994890573609425,1.23536995645723e-59
8.170665973403471e-11,0.05954180215024143,2.2035818721154618e-08,6.926560178970271e-16,1.0396534139870255e-06,4.189060310911995e-60,2.7418709735198637e-08,1.4607853183090603e-51,1.58562380216201e-40,0.938,9.430831329843417e-30,3.376015107109411e-07,2.6582382851679846e-22,3.4433007147608265e-10,4.907428824300989e-07,0.0,0.0,0.03737600364233093,0.009999832458884543,0.049998957482976183,4.007198960631929e-49,6.155190136852141e-40,0.001999487221298159,7.80522833815449e-60
8.216053961844883e-11,0.05954180215024143,2.2158150775305973e-08,7.040568756913986e-16,1.039653304365813e-06,-2.8034986844568197e-60,2.757285109842543e-08,1.5226860895554177e-51,1.6438392577454188e-40,0.938,9.724758039918619e-30,3.3947873594952085e-07,2.726683194829876e-22,3.4432559071266567e-10,4.924483455363719e-07,0.0,0.0,0.037375999783283265,0.009999831528225369,0.0499989574671834,4.2382303014276344e-49,6.3810073770976304e-40,0.001999485393502987,1.555704128194513e-59
8.261441950286296e-11,0.05954180215024143,2.2280481871179838e-08,7.1558207319461205e-16,1.0396531949769765e-06,-2.368844069112989e-60,2.7726991573290756e-08,1.5868532708323232e-51,1.7038634139960219e-40,0.938,1.0026228929078315e-29,3.413559607526275e-07,2.796523236306275e-22,3.443209362073433e-10,4.941455818623247e-07,0.0,0.0,0.037375995932464594,0.009999830597566468,0.049998957451390436,4.481279861887077e-49,6.613843671476793e-40,0.0019994835739355543,1.5925344089038528e-59
8.306829938727708e-11,0.05954180215024143,2.2402812006629077e-08,7.272322835696794e-16,1.0396530858200625e-06,5.76295617789621e-60,2.788113114978847e-08,1.6533570877198327e-51,1.765742512640309e-40,0.938,1.0335397098014273e-29,3.4323318511320547e-07,2.8677794983105565e-22,3.4431611584632226e-10,4.958346310913677e-07,0.0,0.0,0.037375992089835254,0.009999829666907848,0.04999895743559729,4.736906048356502e-49,6.853878702539825e-40,0.001999481762556178,8.642473401067271e-60
8.35221792716912e-11,0.05954180215024143,2.252514117950305e-08,7.390081799615329e-16,1.0396529768945425e-06,-2.771061965013412e-60,2.803526981826444e-08,1.7222695564660497e-51,1.8295237297390474e-40,0.938,1.0652417950419245e-29,3.45110409024551e-07,2.940473279442255e-22,3.443111371599679e-10,4.97515532715492e-07,0.0,0.0,0.037375988255355784,0.009999828736249503,0.049998957419803966,5.005690153055702e-49,7.101295789864962e-40,0.0019994799593253685,1.807376633644193e-59
8.397605915610533e-11,0.05954180215024143,2.2647469387647687e-08,7.509104354969742e-16,1.0396528681998253e-06,-4.327314310944046e-60,2.8189407569400567e-08,1.7936645200744458e-51,1.8952551896700387e-40,0.938,1.0977449215754212e-29,3.469876324802961e-07,3.014626089215632e-22,3.44306007338846e-10,4.991883260361919e-07,0.0,0.0,0.037375984428986854,0.009999827805591437,0.049998957404010475,5.288237168417551e-49,7.356281944628625e-40,0.0019994781642038283,2.0578122364588505e-59
8.442993904051945e-11,0.05954180215024143,2.2769796628905485e-08,7.629397232846217e-16,1.039652759735263e-06,7.650490470822315e-60,2.834354439419954e-08,1.8676176849298432e-51,1.9629859792478865e-40,0.938,1.1310650972124564e-29,3.4886485547439313e-07,3.0902596490882114e-22,3.443007332490427e-10,5.008530501653854e-07,0.0,0.0,0.03737598061068939,0.009999826874933648,0.049998957388216796,5.5851766260681085e-49,7.619027924713682e-40,0.001999476377152446,9.601847447637705e-60
8.488381892493358e-11,0.05954180215024143,2.289212290111561e-08,7.750967164148598e-16,1.0396526515001597e-06,-2.2310836676708504e-60,2.849768028397026e-08,1.9442066579683445e-51,2.032766161981387e-40,0.938,1.1652185669265174e-29,3.5074207800110035e-07,3.1673958934892623e-22,3.4429532144679496e-10,5.025097440263262e-07,0.0,0.0,0.037375976800424475,0.009999825944276137,0.049998957372422936,5.897163461063583e-49,7.889728290358365e-40,0.001999474598132301,2.054109226442267e-59
8.53376988093477e-11,0.05954180215024143,2.301444820211387e-08,7.873820879597876e-16,1.0396525434937748e-06,-7.169138327736016e-60,2.8651815230313894e-08,2.0235109843964756e-51,2.104646792469213e-40,0.938,1.2002218151634396e-29,3.5261930005496767e-07,3.246056970848256e-22,3.442897781924591e-10,5.041584463545162e-07,0.0,0.0,0.03737597299815338,0.009999825013618898,0.04999895735662891,6.224878902012715e-49,8.168581460348461e-40,0.0019994728271046595,2.659579772050622e-59
8.579157869376182e-11,0.05954180215024143,2.313677252973283e-08,7.997965109731666e-16,1.0396524357153309e-06,9.786006234926901e-60,2.880594922511061e-08,2.1056121859648687e-51,2.178679930934509e-40,0.938,1.2360915681616958e-29,3.5449652163082407e-07,3.326265244623263e-22,3.442841094638536e-10,5.057991956986092e-07,0.0,0.0,0.03737596920383757,0.00999982408296194,0.049998957340834704,6.569031387725475e-49,8.455789768755308e-40,0.0019994710640309755,1.081925158193281e-59
8.624545857817595e-11,0.05954180215024143,2.325909588180179e-08,8.123406584903689e-16,1.0396523281640185e-06,-8.538191972464177e-61,2.8960082260506855e-08,2.1905937998018186e-51,2.2549186578990504e-40,0.938,1.2728447962835753e-29,3.5637374272376364e-07,3.408043294329323e-22,3.4427832096899704e-10,5.074320304213134e-07,0.0,0.0,0.0373759654174387,0.009999823152305257,0.049998957325040325,6.93035751104163e-49,8.751559522222151e-40,0.0019994693088728884,2.2702722105624285e-59
8.669933846259007e-11,0.05954180215024143,2.338141825614686e-08,8.25015203528327e-16,1.0396522208389983e-06,-1.1138425621390977e-59,2.911421432890328e-08,2.2785414178120744e-51,2.333417088997602e-40,0.938,1.3104987163572522e-29,3.5825096332913495e-07,3.4914139165667733e-22,3.442724181582745e-10,5.090569887002879e-07,0.0,0.0,0.03737596163891859,0.009999822221648845,0.04999895730924576,7.309622990505445e-49,9.056101057801487e-40,0.0019994675615922224,3.42992596019077e-59
8.715321834700419e-11,0.05954180215024143,2.3503739650591008e-08,8.378208190854805e-16,1.0396521137394058e-06,1.2006080311762466e-59,2.9268345422943143e-08,2.3695427266462548e-51,2.414230389933122e-40,0.938,1.349070794029738e-29,3.6012818344252803e-07,3.5764001260495264e-22,3.442664062360548e-10,5.106741085290349e-07,0.0,0.0,0.03737595786823925,0.009999821290992712,0.049998957293451024,7.707623670565809e-49,9.369628801345885e-40,0.001999465822150986,1.2538354573920852e-59
8.760709823141832e-11,0.05954180215024143,2.3626060062954048e-08,8.507581781417249e-16,1.0396520068643573e-06,1.820357815640038e-60,2.9422475535501253e-08,2.4636875482462962e-51,2.497414791573447e-40,0.938,1.388578746130727e-29,3.6200540305976426e-07,3.6630251566333107e-22,3.4426029017178366e-10,5.122834277177886e-07,0.0,0.0,0.0373759541053629,0.009999820360336848,0.04999895727765612,8.125186550994142e-49,9.69236132645492e-40,0.001999464090511372,2.4182878770731716e-59
8.806097811583244e-11,0.05954180215024143,2.3748379491052727e-08,8.638279536583602e-16,1.039651900212949e-06,-1.6487419361719874e-59,2.957660465967343e-08,2.5610678809723716e-51,2.5830276051900934e-40,0.938,1.4290405430473252e-29,3.638826221768854e-07,3.751312462343875e-22,3.442540747105781e-10,5.13884983894399e-07,0.0,0.0,0.03737595035025191,0.009999819429681261,0.049998957261861036,8.563170846225876e-49,1.002452141398074e-39,0.001999462366635754,4.402834684383906e-59
8.851485800024656e-11,0.05954180215024143,2.3870697932700743e-08,8.770308185780389e-16,1.0396517937842611e-06,1.3996306794942727e-59,2.9730732788766428e-08,2.6617779413167406e-51,2.6711272378398394e-40,0.938,1.4704744111096627e-29,3.6575984079014353e-07,3.8412857184051424e-22,3.4424776438334254e-10,5.154788145052117e-07,0.0,0.0,0.03737594660286884,0.009999818499025948,0.049998957246065796,9.022469075344746e-49,1.0366336112094863e-39,0.0019994606504866886,1.516505204938914e-59
8.896873788466069e-11,0.05954180215024143,2.399301538570877e-08,8.903674458247138e-16,1.0396516875773613e-06,6.409602443099097e-60,2.988485991628834e-08,2.7659142062100133e-51,2.761773207889692e-40,0.938,1.5128988349873988e-29,3.676370588959916e-07,3.9329688222673236e-22,3.4424136351642905e-10,5.170649568159428e-07,0.0,0.0,0.037375942863176435,0.009999817568370909,0.049998957230270376,9.504008183442884e-49,1.0718036796918741e-39,0.0019994589420269113,2.445894370582462e-59
8.942261776907481e-11,0.05954180215024143,2.4115331847884507e-08,9.03838508303587e-16,1.039651581591306e-06,-2.343954426706943e-59,3.003898603593934e-08,2.873575455925341e-51,2.855026160685914e-40,0.938,1.5563325600971025e-29,3.6951427649107384e-07,4.026385894634999e-22,3.4423487624086275e-10,5.186434479125512e-07,0.0,0.0,0.037375939131137625,0.009999816637716138,0.0499989572144748,1.0008750695103653e-48,1.1079859233720697e-39,0.0019994572412193393,5.6106225347472855e-59
8.987649765348893e-11,0.05954180215024143,2.42376473170327e-08,9.174446789010565e-16,1.039651475825141e-06,1.521986852375903e-59,3.019311114160304e-08,2.9848628175860624e-51,2.950947884367726e-40,0.938,1.6007945950205226e-29,3.713914935722175e-07,4.1215612804951413e-22,3.4422830650115e-10,5.202143247021051e-07,0.0,0.0,0.037375935406715494,0.009999815707061642,0.04999895719867904,1.053769590076816e-48,1.145204363868176e-39,0.0019994555480270662,1.934027028268547e-59
9.033037753790306e-11,0.05954180215024143,2.4359961790955186e-08,9.31186630484667e-16,1.0396513702779051e-06,1.371565398743017e-59,3.034723522733798e-08,3.0998798092823724e-51,3.049601325826343e-40,0.938,1.646304213933743e-29,3.732687101364239e-07,4.218519550145107e-22,3.442216580636923e-10,5.217776239136447e-07,0.0,0.0,0.03737593168987334,0.009999814776407418,0.04999895718288312,1.1091881076760855e-48,1.1834834741232993e-39,0.0019994538624133677,2.283782347552763e-59
9.078425742231718e-11,0.05954180215024143,2.44822752674509e-08,9.450650359030543e-16,1.0396512649486303e-06,-3.2126627353398093e-59,3.050135828736969e-08,3.2187323848025906e-51,3.151050606809969e-40,0.938,1.69288095904721e-29,3.751459261808608e-07,4.317285500220586e-22,3.4421493452481726e-10,5.233333820990412e-07,0.0,0.0,0.03737592798057462,0.009999813845753467,0.049998957167087035,1.1672382739764022e-48,1.2228481846966869e-39,0.0019994521843416917,7.077807913058248e-59
9.12381373067313e-11,0.05954180215024143,2.4604587744315943e-08,9.590805679858966e-16,1.0396511598363433e-06,1.4825089967986475e-59,3.065548031608311e-08,3.341528978984631e-51,3.2553610401754055e-40,0.938,1.7405446430566577e-29,3.7702314170285463e-07,4.417884154723499e-22,3.442081393184513e-10,5.248816356338519e-07,0.0,0.0,0.03737592427878294,0.009999812915099784,0.04999895715129078,1.2280317936545674e-48,1.2633238901125257e-39,0.0019994505137756655,2.603393318534839e-59
9.169201719114543e-11,0.05954180215024143,2.4726899219343584e-08,9.73233899543861e-16,1.0396510549400677e-06,2.473795987192202e-59,3.080960130801518e-08,3.4683805536933303e-51,3.362599146286899e-40,0.938,1.789315351604896e-29,3.7890035669988327e-07,4.520340766049864e-22,3.442012757234434e-10,5.264224207181693e-07,0.0,0.0,0.03737592058446213,0.009999811984446374,0.04999895713549436,1.2916845569760368e-48,1.3049364552666604e-39,0.0019994488506790923,1.8443396738577142e-59
9.214589707555955e-11,0.05954180215024143,2.4849209690324295e-08,9.87525703368551e-16,1.039650950258822e-06,-4.2489632958556245e-59,3.0963721257848e-08,3.599400644429251e-51,3.4728326695628803e-40,0.938,1.8392134457544976e-29,3.807775711695688e-07,4.624680816017612e-22,3.4419434687056085e-10,5.279557733774692e-07,0.0,0.0,0.03737591689757618,0.009999811053793235,0.04999895711969779,1.3583167760657473e-48,1.3477122218914833e-39,0.001999447195015947,8.811346865815552e-59
9.259977695997368e-11,0.05954180215024143,2.4971519155045787e-08,1.0019566522324557e-15,1.0396508457916252e-06,1.1530468171191055e-59,3.11178401604021e-08,3.734705407574678e-51,3.586130595171232e-40,0.938,1.8902595644713474e-29,3.8265478510967144e-07,4.730930016894367e-22,3.441873557491688e-10,5.29481729463451e-07,0.0,0.0,0.03737591321808923,0.009999810123140366,0.049998957103901044,1.428053124954687e-48,1.3916780150792596e-39,0.001999445546750382,3.6661608593689375e-59
9.30536568443878e-11,0.05954180215024143,2.509382761129303e-08,1.0165274188888968e-15,1.0396507415374933e-06,4.0665300186804265e-59,3.127195801063016e-08,3.874413668282504e-51,3.702563165873716e-40,0.938,1.9424746271190857e-29,3.845319985180821e-07,4.839114312425164e-22,3.441803052136081e-10,5.310003246548782e-07,0.0,0.0,0.03737590954596561,0.009999809192487764,0.04999895708810415,1.5010228834887428e-48,1.4368611498641372e-39,0.0019994439058467197,1.022662239634101e-59
9.350753672880192e-11,0.05954180215024143,2.5216135056848274e-08,1.0312386760719766e-15,1.0396506374954407e-06,-5.412968879786448e-59,3.1426074803610865e-08,4.018646969013714e-51,3.822201899020215e-40,0.938,1.9958798359644177e-29,3.8640921139281764e-07,4.949259878860155e-22,3.44173197989287e-10,5.325115944584105e-07,0.0,0.0,0.037375905881169826,0.009999808261835432,0.04999895707230708,1.5773600851879594e-48,1.483289437863101e-39,0.001999442272269456,1.0785914662427632e-58
9.396141661321605e-11,0.05954180215024143,2.5338441489491112e-08,1.0460910964965263e-15,1.0396505336644844e-06,3.48832950789853e-60,3.1580190534543187e-08,4.1675296187292564e-51,3.9451196036934135e-40,0.938,2.0504966786933098e-29,3.882864237320141e-07,5.061393125982243e-22,3.4416603667849725e-10,5.340155742094353e-07,0.0,0.0,0.03737590222366656,0.00999980733118337,0.049998957056509856,1.65720366914591e-48,1.5309911939761305e-39,0.0019994406459832572,5.322269984375787e-59
9.441529649763017e-11,0.05954180215024143,2.5460746906998444e-08,1.0610853528580526e-15,1.0396504300436395e-06,6.282759704929998e-59,3.1734305198740875e-08,4.3211887427420535e-51,4.0713903980045724e-40,0.938,2.1063469309380553e-29,3.901636355339216e-07,5.175540698134689e-22,3.441588237659682e-10,5.35512299072893e-07,0.0,0.0,0.03737589857342063,0.009999806400531577,0.04999895704071247,1.7406976360605268e-48,1.57999524314581e-39,0.001999439026952961,-2.9843611959478684e-60
